,word,stem
0,The,the
1,fourth,fourth
2,FloorBurn,floorburn
3,game,game
4,last,last
5,night,night
6,We,We
7,improved,improv
8,record,record
9,2,2
10,Lee,lee
11,I,I
12,back,back
13,line,line
14,sync,sync
15,playing,play
16,far,far
17,away,away
18,able,abl
19,get,get
20,puck,puck
21,No,No
22,matter,matter
23,stole,stole
24,deep,deep
25,end,end
26,deked,deke
27,goalie,goali
28,got,got
29,goal,goal
30,season,season
31,ended,end
32,winning,win
33,4,4
34,1,1
35,team,team
36,morale,moral
37,much,much
38,higher,higher
39,It,It
40,possible,possibl
41,practice,practic
42,week,week
43,really,realli
44,help,help
45,shall,shall
46,see,see
