,word,lemma
0,Osho,osho
1,Zen,zen
2,Tarot,tarot
3,Trust,trust
4,Don,don
5,waste,wast
6,life,life
7,going,go
8,taken,taken
9,away,away
10,If,If
11,trust,trust
12,drop,drop
13,knowledge,knowledg
14,put,put
15,mind,mind
16,aside,asid
17,And,and
18,something,someth
19,immense,immens
20,opens,open
21,Then,then
22,longer,longer
23,ordinary,ordinari
24,becomes,becom
25,full,full
26,God,god
27,overflowing,overflow
28,When,when
29,heart,heart
30,innocent,innoc
31,walls,wall
32,disappeared,disappear
33,bridged,bridg
34,infinity,infin
35,deceived,deceiv
36,nothing,noth
37,That,that
38,worth,worth
39,keeping,keep
40,cannot,cannot
41,one,one
42,afraid,afraid
43,It,It
44,possibility,possibl
45,You,you
46,lose,lose
47,real,real
48,treasure,treasur
49,The,the
50,Sun,sun
51,Rises,rise
52,Evening,even
53,Chapter,chapter
54,9,9
55,Commentary,commentari
56,Now,now
57,moment,moment
58,bungee,bunge
59,jumper,jumper
60,without,without
61,cord,cord
62,quality,qualiti
63,absolute,absolut
64,reservations,reserv
65,secret,secret
66,safety,safeti
67,nets,net
68,Knight,knight
69,Water,water
70,demands,demand
71,us,us
72,There,there
73,tremendous,tremend
74,sense,sens
75,exhilaration,exhilar
76,take,take
77,jump,jump
78,move,move
79,unknown,unknown
80,even,even
81,idea,idea
82,scares,scare
83,death,death
84,level,level
85,quantum,quantum
86,leap,leap
87,make,make
88,elaborate,elabor
89,plans,plan
90,preparations,prepar
91,We,We
92,say,say
93,Okay,okay
94,I,I
95,know,know
96,settle,settl
97,things,thing
98,pack,pack
99,suitcase,suitcas
100,No,No
101,hardly,hardli
102,thought,thought
103,happens,happen
104,next,next
105,thing,thing
106,thrill,thrill
107,free,free
108,fall,fall
109,empty,empti
110,sky,sky
111,card,card
112,gives,give
113,hint,hint
114,though,though
115,waits,wait
116,end,end
117,soft,soft
118,welcoming,welcom
119,yummy,yummi
120,pink,pink
121,rose,rose
122,petals,petal
123,juicy,juici
124,c,c
125,mon,mon
