,word,stem
0,urlLink,urllink
1,How,how
2,Left,left
3,manipulated,manipul
4,The,the
5,collaboration,collabor
6,respectable,respect
7,prestigious,prestigi
8,foundations,foundat
9,according,accord
10,one,one
11,former,former
12,CIA,cia
13,operative,oper
14,allowed,allow
15,Agency,agenc
16,fund,fund
17,seemingly,seemingli
18,limitless,limitless
19,range,rang
20,covert,covert
21,action,action
22,programs,program
23,affecting,affect
24,youth,youth
25,groups,group
26,labor,labor
27,unions,union
28,universities,univers
29,publishing,publish
30,houses,hous
31,private,privat
32,institutions,institut
33,latter,latter
34,included,includ
35,human,human
36,rights,right
37,beginning,begin
38,1950s,1950
39,present,present
40,One,one
41,important,import
42,collaborating,collabor
43,significant,signific
44,span,span
45,time,time
46,major,major
47,projects,project
48,cultural,cultur
49,Cold,cold
50,War,war
51,Ford,ford
52,Foundation,foundat
53,whatever,whatev
54,happened,happen
55,left,left
56,America,america
57,Where,where
58,popular,popular
59,progressive,progress
60,forces,forc
61,could,could
62,challenge,challeng
63,Bush,bush
64,administration,administr
65,within,within
66,Ask,ask
67,leftwingers,leftwing
68,people,peopl
69,devoted,devot
70,life,life
71,causes,caus
72,laugh,laugh
73,word,word
74,mention,mention
75,polite,polit
76,company,compani
77,We,We
78,talk,talk
79,right,right
80,never,never
