,word,stem
0,THE,the
1,CONTESTANTS,contest
2,350Z,350z
3,RX,RX
4,8,8
5,RSX,rsx
6,WRX,wrx
7,Evo,evo
8,VIII,viii
9,RAW,raw
10,DATA,data
11,Horsepower,horsepow
12,287,287
13,250,250
14,200,200
15,227,227
16,271,271
17,Torque,torqu
18,274,274
19,159,159
20,142,142
21,217,217
22,273,273
23,0,0
24,60,60
25,Time,time
26,5,5
27,9,9
28,6,6
29,1,1
30,3,3
31,EPA,epa
32,City,citi
33,20,20
34,18,18
35,24,24
36,Highway,highway
37,26,26
38,23,23
39,31,31
40,27,27
41,Price,price
42,32136,32136
43,29900,29900
44,26907,26907
45,28540,28540
46,30529,30529
47,Seating,seat
48,2,2
49,4,4
50,Transmission,transmiss
51,Wheelbase,wheelbas
52,104,104
53,106,106
54,101,101
55,99,99
56,103,103
57,Weight,weight
58,3188,3188
59,2933,2933
60,2775,2775
61,3140,3140
62,3263,3263
63,Wheels,wheel
64,16,16
65,17,17
66,Looks,look
67,10,10
68,7,7
69,Power,power
70,0900,0900
71,0852,0852
72,0721,0721
73,0723,0723
74,0831,0831
75,0860,0860
76,0542,0542
77,0512,0512
78,0691,0691
79,0837,0837
80,NORMALIZED,normal
81,WEIGHT,weight
82,710,710
83,969,969
84,909,909
85,443,443
86,803,803
87,182,182
88,920,920
89,964,964
90,636,636
91,983,983
92,688,688
93,464,464
94,333,333
95,387,387
96,419,419
97,373,373
98,999,999
99,428,428
100,814,814
101,530,530
102,351,351
103,822,822
104,622,622
105,705,705
106,461,461
107,838,838
108,504,504
109,888,888
110,444,444
111,11,11
112,468,468
113,006,006
114,030,030
115,225,225
116,307,307
117,954,954
118,041,041
119,734,734
120,TOTAL,total
121,600,600
122,571,571
123,569,569
124,561,561
125,583,583
126,RANKING,rank
127,like,like
128,I,I
129,going,go
130,buy,buy
