,word,lemma
0,Nearly,nearli
1,80,80
2,percent,percent
3,UK,UK
4,central,central
5,government,govern
6,Web,web
7,sites,site
8,need,need
9,redesigned,redesign
10,fully,fulli
11,accessible,access
12,users,user
13,disabilities,disabl
14,report,report
15,found,found
16,Did,did
17,know,know
18,get,get
19,e,e
20,Government,govern
21,Digest,digest
22,sent,sent
23,direct,direct
24,inbox,inbox
25,every,everi
26,week,week
27,Just,just
28,email,email
29,us,us
30,free,free
31,copy,copi
32,A,A
33,publication,public
34,called,call
35,eGov,egov
36,Monitor,monitor
37,Weekly,weekli
38,reported,report
39,around,around
40,800,800
41,public,public
42,sector,sector
43,may,may
44,rebuilding,rebuild
45,comply,compli
46,accessibility,access
47,laws,law
48,requiring,requir
49,services,servic
50,cater,cater
51,people,peopl
52,The,the
53,claim,claim
54,based,base
55,details,detail
56,leaked,leak
57,internal,intern
58,carried,carri
59,Office,offic
60,Envoy,envoy
61,OeE,oee
62,cabinet,cabinet
63,office,offic
64,unit,unit
65,responsible,respons
66,among,among
67,things,thing
68,improving,improv
69,usability,usabl
70,draws,draw
71,upon,upon
72,findings,find
73,National,nation
74,Audit,audit
75,investigation,investig
76,examined,examin
77,65,65
78,concluded,conclud
79,nearly,nearli
80,potentially,potenti
81,excluding,exclud
82,EGov,egov
83,estimates,estim
84,fix,fix
85,problems,problem
86,departments,depart
87,spend,spend
88,least,least
89,10,10
90,15,15
91,total,total
92,annual,annual
93,budget,budget
94,Editor,editor
95,Ian,ian
96,Cuddy,cuddi
97,told,told
98,ElectricNews,electricnew
99,Net,net
100,difficult,difficult
101,put,put
102,precise,precis
103,figure,figur
104,cost,cost
105,redesigns,redesign
106,required,requir
107,refused,refus
108,release,releas
109,audit,audit
110,expected,expect
111,run,run
112,millions,million
113,warned,warn
114,design,design
115,industry,industri
116,future,futur
117,contracts,contract
118,demand,demand
119,companies,compani
120,deliver,deliv
121,conform,conform
122,international,intern
123,standards,standard
124,Current,current
125,responsibility,respons
126,adopting,adopt
127,rests,rest
128,individual,individu
129,webmasters,webmast
130,designers,design
131,compliance,complianc
132,centrally,central
133,monitored,monitor
134,urlLink,urllink
135,net,net
136,News,new
137,must,must
138,redesign,redesign
139,gov,gov
