,word,stem
0,HOLY,holi
1,SHIT,shit
2,Pardon,pardon
3,language,languag
4,You,you
5,know,know
6,network,network
7,connection,connect
8,main,main
9,production,product
10,machine,machin
11,server,server
12,slow,slow
13,Well,well
14,I,I
15,messed,mess
16,around,around
17,settings,set
18,changed,chang
19,hard,hard
20,coded,code
21,100TX,100tx
22,setting,set
23,auto,auto
24,detect,detect
25,Check,check
26,STATUS,statu
27,Send,send
28,successful,success
29,Time,time
30,0,0
31,01,01
32,04,04
33,Efficiency,effici
34,5269,5269
35,62,62
36,KBytes,kbyte
37,transfered,transfer
38,340,340
39,meg,meg
40,file,file
41,minute,minut
42,Excellent,excel
