,word,lemma
0,urlLink,urllink
1,After,after
2,Martian,martian
3,Apocalypse,apocalyps
4,Extraterrestrial,extraterrestri
5,Artifacts,artifact
6,Case,case
7,Mars,mar
8,Exploration,explor
9,The,the
10,possibility,possibl
11,Face,face
12,artifact,artifact
13,unknown,unknown
14,manufacture,manufactur
15,simultaneously,simultan
16,inspiring,inspir
17,troubling,troubl
18,perception,percept
19,life,life
20,intelligence,intellig
21,cosmos,cosmo
22,discoveries,discoveri
23,suggest,suggest
24,human,human
25,race,race
26,stands,stand
27,threshold,threshold
28,profound,profound
29,shift,shift
30,orthodox,orthodox
31,scientific,scientif
32,thought,thought
33,Inhabitants,inhabit
34,tumultuous,tumultu
35,dying,die
36,world,world
37,consign,consign
38,Cydonia,cydonia
39,fringe,fring
40,implications,implic
41,completely,complet
42,invisible,invis
43,least,least
44,unthreatening,unthreaten
45,But,but
46,denial,denial
47,neither,neither
48,wise,wise
49,warranted,warrant
50,via,via
