,word,stem
0,urlLink,urllink
1,Nasa,nasa
2,prepares,prepar
3,nuclear,nuclear
4,powered,power
5,leap,leap
6,towards,toward
7,Mars,mar
8,The,the
9,development,develop
10,space,space
11,based,base
12,power,power
13,unlikely,unlik
14,go,go
15,well,well
16,nations,nation
17,may,may
18,fear,fear
19,United,unit
20,States,state
21,use,use
22,project,project
23,unofficially,unoffici
24,named,name
25,Prometheus,prometheu
26,mythological,mytholog
27,Greek,greek
28,figure,figur
29,stole,stole
30,fire,fire
31,gods,god
32,military,militari
33,purposes,purpos
34,China,china
35,likely,like
36,retaliate,retali
37,programme,programm
38,would,would
39,prompt,prompt
40,comparisons,comparison
41,race,race
42,US,US
43,Soviet,soviet
44,Union,union
45,Cold,cold
46,War,war
