,word,stem
0,Oh,Oh
1,BTW,btw
2,gallery,galleri
3,hosed,hose
4,I,I
5,exactly,exactli
6,sure,sure
7,happened,happen
8,tried,tri
9,upload,upload
10,pictures,pictur
11,last,last
12,night,night
13,tool,tool
14,kept,kept
15,crashing,crash
16,add,add
17,normal,normal
18,web,web
19,interface,interfac
20,problems,problem
21,When,when
22,delete,delet
23,albums,album
24,knew,knew
25,completely,complet
26,messed,mess
27,Even,even
28,upgrading,upgrad
29,existing,exist
30,installation,instal
31,help,help
32,Looks,look
33,like,like
34,get,get
35,rebuild,rebuild
36,scratch,scratch
37,weekend,weekend
38,Yay,yay
