,word,stem
0,urlLink,urllink
1,House,hous
2,OKs,ok
3,Computer,comput
4,Security,secur
5,Bill,bill
6,Over,over
7,next,next
8,five,five
9,years,year
10,act,act
11,fund,fund
12,new,new
13,cybersecurity,cybersecur
14,initiatives,initi
15,train,train
16,computer,comput
17,security,secur
18,experts,expert
19,hopes,hope
20,thwarting,thwart
21,future,futur
22,terrorist,terrorist
23,attack,attack
24,vital,vital
25,U,U
26,S,S
27,systems,system
28,903,903
29,million,million
30,fight,fight
31,terrorists,terrorist
32,exist,exist
33,one,one
34,dollar,dollar
35,spam,spam
