,word,stem
0,urlLink,urllink
1,Free,free
2,I,I
3,Ching,ching
4,Reading,read
5,com,com
6,Oracle,oracl
7,Changes,chang
8,After,after
9,thunderstorm,thunderstorm
10,period,period
11,extreme,extrem
12,tension,tension
13,new,new
14,clarity,clariti
15,fresh,fresh
16,opportunity,opportun
17,follows,follow
18,The,the
19,storm,storm
20,effect,effect
21,clearing,clear
22,air,air
23,suddenly,suddenli
24,reducing,reduc
25,atmospheric,atmospher
26,Deliverance,deliver
27,hand,hand
28,In,In
29,wake,wake
30,land,land
31,deliverance,deliver
32,appears,appear
33,form,form
34,color,color
35,life,life
36,bursts,burst
37,forth,forth
38,fields,field
39,flowers,flower
40,sea,sea
41,takes,take
42,field,field
43,human,human
44,relations,relat
45,rain,rain
46,forgiveness,forgiv
47,washes,wash
48,landscape,landscap
49,clean,clean
50,enmity,enmiti
51,error,error
52,Great,great
53,purpose,purpos
54,renewed,renew
55,vigor,vigor
56,follow,follow
57,healing,heal
58,old,old
59,wounds,wound
60,But,but
61,care,care
62,must,must
63,taken,taken
64,open,open
65,moving,move
66,quickly,quickli
67,way,way
68,important,import
69,return,return
70,normalcy,normalci
71,first,first
72,ahead,ahead
73,plans,plan
74,periods,period
75,stress,stress
76,Following,follow
77,resolution,resolut
78,difficult,difficult
79,situation,situat
80,priority,prioriti
81,normal,normal
82,conditions,condit
83,possible,possibl
84,Breathe,breath
85,sigh,sigh
86,relief,relief
87,relax,relax
88,completely,complet
89,It,It
90,would,would
91,mistake,mistak
92,awaken,awaken
93,sleeping,sleep
94,dogs,dog
95,immediate,immedi
96,past,past
97,crystallized,crystal
98,Look,look
99,Attend,attend
100,residual,residu
101,matters,matter
102,need,need
103,Make,make
104,sweep,sweep
105,move,move
106,deliberately,deliber
107,future,futur
108,bring,bring
109,good,good
110,fortune,fortun
