,word,stem
0,HARPER,harper
1,S,S
2,WEEKLY,weekli
3,REVIEW,review
4,Subscribe,subscrib
5,Harper,harper
6,Magazine,magazin
7,urlLink,urllink
8,http,http
9,www,www
10,harpers,harper
11,org,org
12,newsstand,newsstand
13,subscribe,subscrib
14,php3,php3
15,Weekly,weekli
16,via,via
17,web,web
18,online,onlin
19,code,code
20,rev,rev
21,Britain,britain
22,Spain,spain
23,introduced,introduc
24,resolution,resolut
25,United,unit
26,Nations,nation
27,Security,secur
28,Council,council
29,would,would
30,suspend,suspend
31,sanctions,sanction
32,Iraq,iraq
33,give,give
34,States,state
35,control,control
36,Iraqi,iraqi
37,oil,oil
38,industry,industri
39,permanent,perman
40,representative,repres
41,government,govern
42,takes,take
43,power,power
44,officials,offici
45,acknowledged,acknowledg
46,might,might
47,take,take
48,years,year
49,Ahmed,ahm
50,Chalabi,chalabi
51,head,head
52,National,nation
53,Congress,congress
54,great,great
55,favorite,favorit
56,Pentagon,pentagon
57,warned,warn
58,detractors,detractor
59,acquired,acquir
60,60,60
61,tons,ton
62,documents,document
63,files,file
64,secret,secret
65,police,polic
66,Baath,baath
67,Party,parti
68,detailed,detail
69,Saddam,saddam
70,Hussein,hussein
71,relations,relat
72,Arab,arab
73,leaders,leader
74,He,He
75,also,also
76,threatened,threaten
77,shut,shut
78,Al,Al
79,Jazeera,jazeera
80,accused,accus
81,television,televis
82,station,station
83,journalists,journalist
84,informants,inform
85,We,We
86,allow,allow
87,channel,channel
88,continue,continu
89,destructive,destruct
90,work,work
91,lead,lead
92,civil,civil
93,war,war
94,lies,lie
95,spreading,spread
96,rumors,rumor
97,said,said
98,worse,wors
99,killing,kill
100,President,presid
101,Bush,bush
102,continued,continu
103,maintain,maintain
104,weapons,weapon
105,mass,mass
106,destruction,destruct
107,even,even
108,high,high
109,ranking,rank
110,administration,administr
111,amazed,amaz
112,found,found
113,Other,other
114,suggested,suggest
115,actual,actual
116,illegal,illeg
117,concerned,concern
118,proving,prove
119,capability,capabl
120,produce,produc
121,Weapons,weapon
122,experts,expert
123,working,work
124,claimed,claim
125,mobile,mobil
126,bioweapons,bioweapon
127,laboratory,laboratori
128,military,militari
129,skeptical,skeptic
130,claim,claim
131,saying,say
132,evidence,evid
133,inconclusive,inconclus
134,trace,trace
135,came,came
136,bear,bear
137,country,countri
138,loaded,load
139,one,one
140,Defense,defens
141,Intelligence,intellig
142,Agency,agenc
143,official,offici
144,nuclear,nuclear
145,scientists,scientist
146,partially,partial
147,enriched,enrich
148,uranium,uranium
149,Tuwaitha,tuwaitha
150,Nuclear,nuclear
151,Research,research
152,Center,center
153,taken,taken
154,looters,looter
155,I,I
156,saw,saw
157,empty,empti
158,oxide,oxid
159,barrels,barrel
160,lying,lie
161,around,around
162,scientist,scientist
163,people,peopl
164,using,use
165,milking,milk
166,cows,cow
167,carrying,carri
168,drinking,drink
169,water,water
170,People,peopl
171,living,live
172,near,near
173,giant,giant
174,hog,hog
175,factories,factori
176,complaining,complain
177,neurological,neurolog
178,damage,damag
179,hydrogen,hydrogen
180,sulfide,sulfid
181,gas,ga
182,dangerous,danger
183,pollutants,pollut
184,produced,produc
185,vast,vast
186,manure,manur
187,cesspools,cesspool
188,The,the
189,Environmental,environment
190,Protection,protect
191,planning,plan
192,large,larg
193,industrial,industri
194,livestock,livestock
195,farms,farm
196,amnesty,amnesti
197,violations,violat
198,Clean,clean
199,Air,air
200,Act,act
201,environmental,environment
202,laws,law
203,Donald,donald
204,Rumsfeld,rumsfeld
205,secretary,secretari
206,defense,defens
207,nominated,nomin
208,oilman,oilman
209,New,new
210,Mexico,mexico
211,Navy,navi
212,Two,two
213,American,american
214,soldiers,soldier
215,shot,shot
216,dead,dead
217,complain,complain
218,ongoing,ongo
219,chaos,chao
220,violence,violenc
221,occupation,occup
222,Doctors,doctor
223,Baghdad,baghdad
224,Rashad,rashad
225,state,state
226,mental,mental
227,hospital,hospit
228,knocked,knock
229,walls,wall
230,tanks,tank
231,nothing,noth
232,looted,loot
233,sole,sole
234,remaining,remain
235,patient,patient
236,insane,insan
237,killer,killer
238,named,name
239,Ali,ali
240,Sabah,sabah
241,explained,explain
242,stayed,stay
243,hate,hate
244,world,world
245,hates,hate
246,want,want
247,monkey,monkey
248,see,see
249,Senator,senat
250,Orrin,orrin
251,Hatch,hatch
252,chairman,chairman
253,Senate,senat
254,Judiciary,judiciari
255,Committee,committe
256,dropped,drop
257,attempt,attempt
258,make,make
259,broad,broad
260,surveillance,surveil
261,powers,power
262,granted,grant
263,federal,feder
264,Patriot,patriot
265,set,set
266,expire,expir
267,2005,2005
268,voted,vote
269,expand,expand
270,spy,spi
271,suspects,suspect
272,known,known
273,associated,associ
274,terrorist,terrorist
275,organizations,organ
276,A,A
277,German,german
278,diplomat,diplomat
279,charged,charg
280,turning,turn
281,Archives,archiv
282,announced,announc
283,giving,give
284,recover,recov
285,famous,famou
286,18,18
287,half,half
288,minute,minut
289,gap,gap
290,Richard,richard
291,Nixon,nixon
292,White,white
293,House,hous
294,tapes,tape
295,Prime,prime
296,Minister,minist
297,Silvio,silvio
298,Berlusconi,berlusconi
299,Italy,itali
300,testified,testifi
301,bribery,briberi
302,trial,trial
303,complained,complain
304,interview,interview
305,house,hous
306,Bermuda,bermuda
307,three,three
308,man,man
309,could,could
310,save,save
311,Communism,commun
312,How,how
313,much,much
314,longer,longer
315,asked,ask
316,keep,keep
317,life,life
318,sacrifices,sacrific
319,year,year
320,old,old
321,boy,boy
322,Israeli,isra
323,played,play
324,outside,outsid
325,home,home
326,Gaza,gaza
327,Strip,strip
328,Israel,israel
329,cracking,crack
330,human,human
331,rights,right
332,activists,activist
333,began,began
334,require,requir
335,foreigners,foreign
336,entering,enter
337,including,includ
338,relief,relief
339,workers,worker
340,sign,sign
341,waiver,waiver
342,stating,state
343,hold,hold
344,army,armi
345,responsible,respons
346,injures,injur
347,kills,kill
348,Ariel,ariel
349,Sharon,sharon
350,dismissed,dismiss
351,peace,peac
352,roadmap,roadmap
353,useless,useless
354,formulations,formul
355,connected,connect
356,reality,realiti
357,truck,truck
358,bomb,bomb
359,killed,kill
360,least,least
361,29,29
362,compound,compound
363,Chechnya,chechnya
364,new,new
365,study,studi
366,violent,violent
367,song,song
368,lyrics,lyric
369,thoughts,thought
370,emotions,emot
371,listeners,listen
372,King,king
373,Mohammed,moham
374,Morocco,morocco
375,released,releas
376,9,9
377,459,459
378,prisoners,prison
379,jail,jail
380,celebrate,celebr
381,birth,birth
382,son,son
383,Hassan,hassan
384,reduced,reduc
385,sentences,sentenc
386,38,38
387,529,529
388,others,other
389,William,william
390,J,J
391,Bennett,bennett
392,gave,gave
393,gambling,gambl
394,Mario,mario
395,Cuomo,cuomo
396,former,former
397,York,york
398,governor,governor
399,done,done
400,wrong,wrong
401,pointed,point
402,among,among
403,seven,seven
404,sins,sin
405,70,70
406,small,small
407,ones,one
408,crew,crew
409,cargo,cargo
410,ship,ship
411,Pesca,pesca
412,Well,well
413,investigation,investig
414,Panama,panama
415,possibly,possibl
416,throwing,throw
417,five,five
418,Dominican,dominican
419,stowaways,stowaway
420,overboard,overboard
421,This,thi
422,case,case
423,lesson,lesson
424,seafaring,seafar
425,men,men
426,magistrate,magistr
427,Throwing,throw
428,way,way
429,solve,solv
430,problem,problem
431,One,one
432,hundred,hundr
433,twenty,twenti
434,nine,nine
435,passengers,passeng
436,sucked,suck
437,Congolese,congoles
438,plane,plane
439,rear,rear
440,door,door
441,opened,open
442,33,33
443,000,000
444,feet,feet
445,appeared,appear
446,irritated,irrit
447,criticisms,critic
448,recent,recent
449,Top,top
450,Gun,gun
451,moment,moment
452,Listen,listen
453,honor,honor
454,go,go
455,U,U
456,Abraham,abraham
457,Lincoln,lincoln
458,appreciate,appreci
459,chance,chanc
460,thank,thank
461,troops,troop
462,It,It
463,unbelievably,unbeliev
464,positive,posit
465,experience,experi
466,British,british
467,put,put
468,six,six
469,Sulawesi,sulawesi
470,crested,crest
471,macaques,macaqu
472,room,room
473,computer,comput
474,month,month
475,monkeys,monkey
476,despite,despit
477,affection,affect
478,letter,letter
479,failed,fail
480,single,singl
481,word,word
482,displayed,display
483,particular,particular
484,interest,interest
485,defecating,defec
486,urinating,urin
487,keyboard,keyboard
488,reported,report
489,Microsoft,microsoft
490,developing,develop
491,portable,portabl
492,toilet,toilet
493,equipped,equip
494,Internet,internet
495,access,access
496,Ethical,ethic
497,Treatment,treatment
498,Animals,anim
499,partial,partial
500,moratorium,moratorium
501,boycott,boycott
502,Kentucky,kentucki
503,Fried,fri
504,Chicken,chicken
505,division,divis
506,Yum,yum
507,Brands,brand
508,company,compani
509,agreed,agre
510,several,sever
511,demands,demand
512,putting,put
513,cameras,camera
514,slaughterhouses,slaughterhous
515,sure,sure
516,chickens,chicken
517,butchered,butcher
518,humanely,human
519,possible,possibl
520,special,special
521,task,task
522,force,forc
523,offering,offer
524,grief,grief
525,therapy,therapi
526,farmers,farmer
527,California,california
528,whose,whose
529,fowl,fowl
530,stop,stop
531,spread,spread
532,Exotic,exot
533,Newcastle,newcastl
534,Disease,diseas
535,Federal,feder
536,authorities,author
537,permit,permit
538,cats,cat
539,dogs,dog
540,animals,anim
541,airplanes,airplan
542,emotional,emot
543,support,support
544,snakes,snake
545,rodents,rodent
546,spiders,spider
547,Swedish,swedish
548,refused,refus
549,couple,coupl
550,name,name
551,baby,babi
552,Staalman,staalman
553,Superman,superman
554,dollar,dollar
555,euro,euro
556,Scientists,scientist
557,close,close
558,creating,creat
559,sperm,sperm
560,weekly,weekli
561,review,review
562,Copyright,copyright
563,2003,2003
564,Foundation,foundat
