,word,lemma
0,urlLink,urllink
1,UN,UN
2,Report,report
3,Warns,warn
4,Of,Of
5,World,world
6,Water,water
7,Crisis,crisi
8,In,In
9,Coming,come
10,Decades,decad
11,A,A
12,report,report
13,says,say
14,world,world
15,faces,face
16,water,water
17,crisis,crisi
18,near,near
19,future,futur
20,average,averag
21,supply,suppli
22,per,per
23,person,person
24,expected,expect
25,drop,drop
26,one,one
27,third,third
28,20,20
29,years,year
30,The,the
31,lists,list
32,population,popul
33,growth,growth
34,pollution,pollut
35,global,global
36,warming,warm
37,main,main
38,causes,caus
39,decline,declin
