,word,stem
0,urlLink,urllink
1,Cold,cold
2,War,war
3,hysteria,hysteria
4,sparked,spark
5,UFO,ufo
6,obsession,obsess
7,British,british
8,researchers,research
9,uncovered,uncov
10,thousands,thousand
11,previously,previous
12,secret,secret
13,government,govern
14,military,militari
15,reports,report
16,investigated,investig
17,dozens,dozen
18,sightings,sight
19,concluded,conclud
20,flying,fli
21,saucers,saucer
22,product,product
23,paranoia,paranoia
24,visitors,visitor
25,outer,outer
26,space,space
