,word,stem
0,urlLink,urllink
1,Guru,guru
2,Ganja,ganja
3,Found,found
4,Guilty,guilti
5,Marijuana,marijuana
6,Cultivation,cultiv
7,Under,under
8,strict,strict
9,orders,order
10,U,U
11,S,S
12,District,district
13,Judge,judg
14,Charles,charl
15,Breyer,breyer
16,Rosenthal,rosenth
17,never,never
18,able,abl
19,tell,tell
20,jury,juri
21,growing,grow
22,marijuana,marijuana
23,officer,offic
24,city,citi
25,Oakland,oakland
26,medical,medic
27,program,program
28,others,other
29,throughout,throughout
30,California,california
31,authorized,author
32,Proposition,proposit
33,215,215
34,Eight,eight
35,states,state
36,also,also
37,allow,allow
38,sick,sick
39,dying,die
40,smoke,smoke
41,grow,grow
42,doctor,doctor
43,recommendation,recommend
44,But,but
45,federal,feder
46,authorities,author
47,recognize,recogn
48,laws,law
49,There,there
50,thing,thing
51,said,said
52,Richard,richard
53,Meyer,meyer
54,DEA,dea
55,spokesman,spokesman
56,We,We
57,Americans,american
58,first,first
59,Californians,californian
60,second,second
61,via,via
