,word,lemma
0,urlLink,urllink
1,Terrorists,terrorist
2,Net,net
3,Who,who
4,Cares,care
5,To,To
6,Chicken,chicken
7,Littles,littl
8,clucking,cluck
9,frantically,frantic
10,imminent,immin
11,threat,threat
12,terrorist,terrorist
13,attack,attack
14,U,U
15,S,S
16,computer,comput
17,networks,network
18,new,new
19,report,report
20,says,say
21,Knock,knock
22,Online,onlin
23,attacks,attack
24,merely,mere
25,weapons,weapon
26,mass,mass
27,annoyance,annoy
28,harmful,harm
29,routine,routin
30,power,power
31,failures,failur
32,airplane,airplan
33,delays,delay
34,dropped,drop
35,phone,phone
36,calls,call
37,take,take
38,place,place
39,every,everi
40,day,day
