,word,stem
0,urlLink,urllink
1,The,the
2,13th,13th
3,Warrior,warrior
4,Abridged,abridg
5,Script,script
6,ANTONIO,antonio
7,Shit,shit
8,These,these
9,guys,guy
10,speak,speak
11,another,anoth
12,language,languag
13,writers,writer
14,What,what
15,I,I
16,gonna,gonna
17,WRITERS,writer
18,Uh,Uh
19,give,give
20,us,us
21,minute,minut
22,They,they
23,huddle,huddl
24,VIKINGS,vike
25,Norse,nors
26,blah,blah
27,Arab,arab
28,guy,guy
29,sure,sure
30,stupid,stupid
31,Ha,Ha
32,We,We
33,make,make
34,fun,fun
35,get,get
36,Hey,hey
37,Stop,stop
38,understand,understand
39,perfectly,perfectli
40,Via,via
41,Daily,daili
42,Vexation,vexat
