,word,stem
0,Crazy,crazi
1,dream,dream
2,1,1
3,Just,just
4,Leah,leah
5,I,I
6,started,start
7,dating,date
8,MCing,mcing
9,talent,talent
10,show,show
11,It,It
12,held,held
13,downtown,downtown
14,Detroit,detroit
15,dingy,dingi
16,70,70
17,styled,style
18,theater,theater
19,remember,rememb
20,happened,happen
21,ended,end
22,stage,stage
23,told,told
24,MC,MC
25,entire,entir
26,affair,affair
27,know,know
28,supposed,suppos
29,talked,talk
30,crowd,crowd
31,made,made
32,game,game
33,Rob,rob
34,Shereda,shereda
35,audience,audienc
36,impression,impress
37,decided,decid
38,let,let
39,run,run
40,After,after
41,introducing,introduc
42,first,first
43,act,act
44,hopped,hop
45,Everyone,everyon
46,seemed,seem
47,dressed,dress
48,updated,updat
49,yet,yet
50,still,still
51,retro,retro
52,style,style
53,talk,talk
54,woke,woke
