,frequency
I,6
m,2
still,1
not,2
making,1
any,1
headway,1
with,4
my,3
family,2
In,1
fact,1
think,1
Mom,2
has,1
been,2
rallying,1
the,8
troops,1
aka,1
aunts,1
and,5
uncles,1
against,1
me,3
Meanwhile,1
friends,1
have,2
really,1
supportive,1
of,7
idea,1
Thanks,1
all,2
It,1
s,4
frustrating,1
you,1
know,1
Here,1
want,1
to,3
get,2
out,3
into,1
world,1
a,3
pinch,1
adventure,1
maybe,1
help,1
some,1
people,2
in,3
process,1
earning,1
resentment,1
entire,1
freakin,1
because,2
this,3
can,1
only,1
hope,1
that,2
over,1
time,1
cooler,1
heads,1
will,1
prevail,1
There,1
now,1
nationwide,1
girlfriend,1
hunt,1
on,1
for,4
yours,1
truly,1
hell,1
Mexico,1
ties,1
shit,1
could,1
go,1
international,1
obviously,1
cure,1
foolishness,1
is,4
laid,1
Oh,1
should,2
buy,1
myself,1
something,1
nice,1
Problem,1
solved,1
Life,1
so,1
sad,1
Had,1
spot,1
Sunday,3
night,3
insomnia,2
fueled,1
mostly,1
by,1
discussions,1
parents,1
yesterday,1
Thankfully,1
Jack,1
Daniels,1
helped,1
Whoever,1
charge,1
late,1
programming,1
be,2
shot,1
an,1
uncommon,1
phenomenon,1
TV,1
needs,1
there,1
their,1
hour,1
need,1
Jerks,1
