,frequency
It,2
s,5
pretty,2
obvious,1
that,8
I,22
m,10
not,3
a,9
great,2
learner,1
of,9
lessons,1
because,1
here,4
am,1
writing,1
the,17
umpteeth,1
first,2
blog,2
entry,1
my,6
life,2
Someone,1
somewhere,1
probably,1
close,2
to,13
actually,1
is,4
going,4
open,1
up,1
this,5
domain,1
expecting,1
see,3
handsome,1
video,1
game,1
Cratchit,1
digging,1
his,1
way,1
out,2
sand,1
trap,1
only,1
find,1
on,4
blogging,1
track,1
again,1
Cue,1
blood,1
squib,1
explosions,1
and,6
movement,1
Carmina,1
Burana,1
But,1
wait,1
changed,1
man,1
baby,1
Things,1
will,3
be,3
different,2
time,1
swear,1
Well,1
maybe,1
right,3
away,1
but,4
eventually,1
hope,1
ve,2
been,1
feeling,2
more,3
than,3
little,1
anxious,1
past,2
few,4
months,2
Life,2
as,1
web,1
developer,1
has,2
sort,1
burned,1
me,3
think,1
d,1
like,1
try,1
something,3
get,5
closer,1
Great,1
Goal,2
shooting,1
for,2
sure,2
what,1
exactly,1
ll,1
never,1
there,2
current,1
course,1
Web,1
development,2
all,3
sometimes,1
impression,1
in,5
field,1
driven,1
by,3
perfectionism,1
any,1
genuine,1
love,1
work,1
no,1
secret,1
anyone,1
spoken,1
about,1
joining,1
Peace,1
Corps,1
In,1
fact,1
application,1
sitting,1
coffee,1
table,1
now,1
There,2
pen,2
too,1
Oh,1
filled,1
blanks,2
with,1
very,2
same,1
are,2
big,1
demand,1
brainpower,1
can,1
muster,1
after,1
8,1
hours,1
mind,1
numbing,1
promise,1
you,3
power,1
through,1
16,1
pages,1
form,1
mail,1
end,1
next,1
week,1
even,1
fans,1
Chicago,1
able,1
hear,1
mother,1
cries,1
when,1
she,1
hears,1
news,1
So,1
reason,1
existing,1
hitting,1
reset,1
button,1
re,1
it,1
Dramatic,1
Anyway,1
we,1
go,1
