,frequency
Two,1
points,1
for,2
anyone,2
who,1
can,1
identify,1
that,5
bit,1
of,4
dialogue,1
one,1
my,3
favorite,1
bits,1
Hint,1
Director,1
Steven,1
Soderbergh,1
insists,1
it,2
s,3
meaningless,1
Back,1
to,7
About,1
Schmidt,2
a,2
moment,1
I,3
just,1
love,1
the,5
name,1
Does,1
else,1
feel,1
same,2
way,2
So,1
many,1
superfluous,1
letters,1
kooky,1
c,1
silent,1
d,1
Along,1
those,1
lines,1
took,1
Michael,1
Moore,1
really,1
help,1
me,2
memorize,1
spelling,1
Fahrenheit,1
Yes,1
m,2
still,1
adhering,1
own,1
rule,1
periods,1
don,1
t,1
need,1
go,1
inside,1
quotation,1
marks,1
The,1
parents,1
are,1
on,2
their,1
out,1
going,1
try,1
think,1
something,1
cook,1
lest,1
we,1
end,1
up,1
at,2
Axl,2
Bonfire,1
Grill,1
down,1
street,1
Let,1
see,1
corn,1
cob,1
fresh,1
from,1
grimy,1
stove,1
top,1
or,1
perhaps,1
nice,1
walleye,1
salad,1
Decisions,1
decisions,1
