,frequency
A,1
recruiter,2
called,2
today,2
and,11
I,17
m,2
all,3
set,1
up,2
to,13
interview,1
be,4
fingerprinted,1
next,1
Friday,2
afternoon,1
The,1
also,1
wants,1
flesh,1
out,3
one,2
of,8
my,4
essay,1
responses,1
wasn,1
t,3
altogether,1
happy,1
with,3
essays,1
Like,1
ve,1
said,1
before,1
capacity,1
for,5
churning,1
long,1
form,1
answers,1
that,4
are,2
semi,1
coherent,1
has,3
been,1
damaged,1
by,1
too,1
many,2
English,2
classes,3
over,2
the,15
years,3
More,1
often,1
than,1
not,2
come,1
off,1
sounding,1
like,1
a,4
damn,1
moron,1
or,2
maybe,1
always,1
sounded,1
way,1
those,2
just,2
helped,1
me,2
recognize,1
own,1
moronitude,1
Setback,1
register,1
ESL,1
pre,1
training,1
but,4
it,3
turns,1
they,2
were,4
completely,2
full,1
month,1
OK,1
August,1
then,2
Now,1
won,1
able,1
sit,1
down,1
actually,1
tutor,1
anyone,1
until,1
sometime,1
in,5
September,1
Too,1
do,2
gooders,1
this,2
world,1
tell,1
you,3
This,1
weekend,1
did,1
very,1
little,1
Saturday,1
tried,1
see,1
Grand,1
Excursion,1
boats,1
late,1
started,1
rain,1
Plus,1
didn,1
care,1
Jer,1
hooked,1
PSX,1
controllers,1
computer,1
played,1
some,3
old,1
arcade,2
games,3
via,1
MAME,3
You,1
know,1
right,1
Of,1
course,1
Everyone,1
comes,1
back,2
once,1
year,1
remember,1
how,1
bad,2
most,2
drooled,1
ago,1
Remember,1
Narc,1
Bad,1
Dudes,1
Terrible,1
terrible,1
Final,1
Fight,1
still,1
seems,1
decent,1
thankfully,1
shows,1
precious,1
quarters,1
wasted,1
Ahh,1
K,1
mart,1
playing,1
Altered,1
Beast,1
Time,1
Warriors,1
Sunday,1
sat,1
around,1
more,1
While,1
everyone,1
else,1
was,2
watching,1
fireworks,1
sitting,1
through,1
Fahrenheit,1
9,2
11,2
In,1
nutshell,1
loved,1
first,1
ten,1
minutes,1
including,1
minimalist,1
title,1
sequence,1
eerie,1
handling,1
Moore,2
s,7
naked,1
contempt,1
G,3
W,3
is,3
palatable,1
when,3
merely,1
being,1
insinuated,1
It,1
less,1
so,1
he,2
refers,1
H,1
Bush,1
as,2
daddy,1
guess,1
what,1
political,1
discourse,1
become,1
country,1
As,1
Bowling,1
Columbine,1
film,1
effective,1
read,1
at,1
arm,1
length,1
Many,1
his,2
facts,1
incorrect,1
things,1
infers,1
can,1
unfair,1
broader,1
strokes,1
such,1
our,1
cozy,1
relationship,1
Saudi,1
Arabia,1
increased,1
fear,1
mongering,1
media,1
past,1
few,1
invite,1
discussion,1
which,1
probably,1
good,1
thing,1
Wild,1
man,1
Dan,1
Nordquist,1
invited,1
post,1
on,1
new,1
urlLink,1
video,1
game,1
blog,1
See,1
there,1
