,frequency
urlLink,1
Times,1
Online,1
Industry,1
sectors,1
MPs,2
press,1
for,3
crackdown,1
on,1
cyber,3
crime,3
By,1
Ingrid,1
Mansell,1
MAXIMUM,1
jail,1
terms,1
computer,2
hackers,2
could,2
be,3
quadrupled,1
to,6
two,1
years,1
in,4
a,4
reform,1
of,2
Britain,1
s,1
14,1
year,1
old,1
law,2
The,3
offence,2
would,1
become,1
extradictable,1
letting,1
police,1
make,1
overseas,1
stand,1
trial,1
the,6
UK,1
An,1
all,1
party,2
group,1
looking,1
into,1
yesterday,1
said,2
that,4
current,1
six,1
month,1
sentence,1
hacking,2
needed,1
increasing,1
send,1
clear,1
signal,1
society,1
now,1
takes,1
offences,1
rather,1
more,1
seriously,1
than,1
1990,1
All,1
Parliamentary,1
Internet,1
Group,1
APIG,1
also,1
recommended,1
new,2
created,1
target,1
criminals,1
who,1
try,1
shut,1
websites,3
Experts,1
used,1
against,1
extortion,1
gang,2
attacked,1
gambling,1
including,1
those,1
run,2
by,1
Blue,1
Square,1
and,1
Capital,1
Sports,1
up,1
Euro,1
2004,1
sent,1
betting,1
sites,1
an,1
e,1
mail,1
threatening,1
bring,1
down,1
their,1
unless,1
20,1
000,1
ransom,1
was,1
paid,1
