,frequency
urlLink,1
vnunet,1
com,1
Supermarket,1
sites,1
criticised,1
over,1
accessibility,2
Some,1
of,2
the,1
UK,1
s,2
leading,1
supermarkets,1
are,1
failing,1
online,1
shoppers,1
with,2
disabilities,2
according,1
to,3
charity,1
AbilityNet,2
carried,1
out,2
tests,1
on,1
supermarket,1
websites,1
find,1
how,1
easily,1
accessible,1
they,1
were,1
for,2
users,2
such,1
as,1
visual,1
impairment,1
dyslexia,1
or,1
a,1
physical,1
disability,1
that,2
makes,1
mouse,1
use,1
difficult,1
The,1
organisation,1
found,1
Sainsbury,1
Asda,1
Somerfield,1
and,1
Morrisons,1
failed,1
provide,1
even,1
basic,1
levels,1
disabled,1
