,frequency
Nearly,1
80,1
percent,3
of,7
UK,4
central,2
government,7
Web,8
sites,7
need,3
to,13
be,2
redesigned,1
before,1
they,1
can,2
fully,1
accessible,1
users,2
with,4
disabilities,2
a,2
report,4
has,4
found,1
Did,1
you,2
know,1
get,2
the,14
e,3
Government,1
Digest,1
sent,1
direct,1
your,2
inbox,1
every,1
week,1
Just,1
email,1
us,1
free,1
copy,1
A,1
publication,1
called,1
eGov,1
Monitor,2
Weekly,1
reported,1
that,7
around,1
800,1
public,1
sector,1
may,2
rebuilding,1
comply,1
accessibility,4
laws,1
requiring,1
services,1
cater,1
for,4
people,1
The,3
claim,1
is,3
based,1
on,2
details,2
leaked,1
from,1
an,1
internal,1
carried,1
out,1
by,2
Office,2
Envoy,1
OeE,4
cabinet,1
office,1
unit,1
responsible,1
among,1
other,1
things,1
improving,1
and,3
usability,1
draws,1
upon,1
findings,1
National,1
Audit,1
investigation,1
which,1
examined,1
65,1
concluded,1
nearly,1
all,1
were,1
potentially,1
excluding,1
EGov,1
estimates,1
fix,1
problems,1
departments,1
spend,1
at,1
least,1
10,1
15,1
their,1
total,2
annual,1
budget,1
Editor,1
Ian,1
Cuddy,1
told,1
ElectricNews,2
Net,1
it,2
was,1
difficult,1
put,1
precise,1
figure,1
cost,1
redesigns,1
required,1
because,1
refused,1
release,1
further,1
audit,1
but,1
expected,1
run,1
into,1
millions,1
now,1
warned,1
design,1
industry,1
future,1
contracts,1
will,1
demand,1
companies,1
deliver,1
conform,1
international,1
standards,2
Current,1
responsibility,1
adopting,1
these,1
rests,1
individual,1
webmasters,1
not,2
designers,1
compliance,1
centrally,1
monitored,1
urlLink,1
net,1
News,1
must,1
redesign,1
gov,1
