,frequency
urlLink,1
ePolitix,1
Harman,3
backs,1
action,1
on,2
rape,2
prosecutions,1
Harriet,1
has,1
said,1
the,3
government,2
is,1
determined,1
to,5
ensure,1
that,2
more,1
rapists,1
are,1
successfully,1
prosecuted,1
for,1
their,1
crimes,1
The,1
solicitor,1
general,1
s,2
comments,1
came,1
as,1
a,2
Crown,1
Prosecution,1
Service,1
CPS,1
published,1
new,1
document,1
giving,1
advice,1
prosecutors,1
how,1
handle,1
cases,2
second,1
most,1
senior,1
law,1
officer,1
also,1
indicated,1
her,1
opposition,1
moves,1
would,1
grant,1
anonymity,1
defendants,1
in,1
sex,1
crime,1
