,frequency
A,1
last,2
ditch,1
compromise,1
to,5
avoid,2
an,2
outright,2
ban,3
on,3
smacking,3
has,1
been,1
hatched,1
by,3
Labour,1
peers,3
in,3
the,8
Lords,1
but,1
campaigners,1
night,1
said,1
it,2
was,1
doomed,1
failure,1
because,1
still,1
left,1
children,2
vulnerable,1
abuse,1
The,1
government,1
is,1
keen,1
introducion,1
of,4
measures,1
Children,1
Bill,1
that,1
would,2
outlaw,1
even,1
most,1
minor,1
smacks,1
parents,1
Peers,1
vote,2
bill,1
tomorrow,1
and,2
supporters,1
believe,1
they,1
already,1
have,1
more,1
than,1
100,1
votes,1
bag,1
support,1
a,2
clause,1
sponsored,1
group,1
anti,1
Bishop,1
Portsmouth,1
which,1
give,1
same,1
protection,1
from,1
assault,1
as,1
adults,1
urlLink,1
Guardian,1
Unlimited,1
Politics,1
Special,1
Reports,1
Total,1
hangs,1
