,frequency
urlLink,1
Google,16
Yahoo,5
face,1
off,1
in,21
suit,8
is,15
the,38
darling,1
of,20
Internet,5
and,16
seemingly,1
at,3
top,1
its,15
game,1
as,7
it,10
charges,1
toward,1
a,32
public,1
stock,2
offering,1
sometime,1
this,3
summer,1
But,3
Mountain,1
View,1
company,8
could,5
be,5
paying,2
hundreds,1
millions,1
dollars,1
to,19
Sunnyvale,1
archrival,1
if,1
loses,2
little,1
noticed,1
patent,23
lawsuit,2
unfolding,1
San,2
Jose,1
courtroom,1
The,5
case,5
pits,1
against,3
Overture,15
Services,1
an,5
advertising,4
bought,1
by,2
last,2
year,7
claims,4
patented,1
online,1
bidding,1
system,7
for,12
ads,3
seven,1
months,1
before,3
introduced,2
similar,1
Patent,4
attorneys,4
who,3
have,9
reviewed,3
said,11
s,11
can,2
t,2
easily,1
dismissed,1
I,2
think,1
there,2
merit,1
based,1
on,8
breadth,1
Dave,1
Ashby,2
attorney,5
with,5
IP,1
Strategy,1
Group,2
Cupertino,1
took,1
look,1
Yep,2
does,3
that,11
A,3
key,2
ruling,2
2,1
old,1
which,3
determine,1
whether,3
two,5
sides,2
settle,2
or,4
forge,1
ahead,1
jury,2
trial,1
expected,1
any,2
time,1
say,1
Advertising,1
made,1
up,5
about,1
95,1
percent,1
1,3
billion,2
revenue,1
If,2
would,3
probably,1
pay,1
damages,2
license,1
technology,3
from,1
alter,1
how,2
manages,1
ad,2
then,1
known,1
GoTo,1
com,1
filed,4
May,1
1999,1
method,1
influencing,1
position,1
search,11
result,2
list,2
43,1
page,1
application,2
details,1
advertisers,2
able,1
bid,3
better,2
placement,2
engine,2
results,3
manage,1
their,1
accounts,1
through,1
Web,1
browser,1
U,2
S,2
Office,1
awarded,1
July,1
31,1
2001,1
In,2
February,1
2002,2
AdWords,2
program,1
eventually,1
help,1
reshape,1
legitimize,1
engines,2
viable,1
business,3
With,1
right,1
certain,1
keywords,2
When,2
user,1
types,1
keyword,1
part,1
advertiser,1
pitch,1
shows,1
near,1
tour,1
operator,1
Hawaii,2
example,1
might,1
buy,1
terms,2
vacation,1
volcano,1
beach,1
will,3
appear,1
next,1
those,2
Advertisers,1
one,6
another,1
higher,1
bidders,1
getting,1
April,1
says,1
willfully,1
directly,1
infringing,1
seeking,1
triple,1
mandated,1
quiet,1
period,1
leading,1
IPO,1
declined,1
comment,1
did,1
representing,1
both,2
companies,1
court,2
documents,2
denies,1
allegations,1
Among,1
other,2
things,2
claiming,1
was,4
using,2
more,1
than,1
law,1
gives,1
people,1
file,1
patents,2
after,1
inventing,1
something,1
late,2
filing,1
automatically,1
invalidates,1
mixed,1
views,1
chances,1
prevailing,1
Mitchell,1
Rosenfeld,2
Capstone,1
Law,1
Mateo,1
has,3
submitted,1
substantial,1
evidence,1
show,2
missed,1
deadline,1
issue,2
end,1
being,1
testing,1
finished,1
product,1
On,1
hand,1
needs,1
only,1
prove,1
infringed,2
67,1
Also,1
appears,1
been,3
well,1
researched,1
office,1
Bruce,1
Sunstein,3
Bromberg,1
Boston,1
This,1
going,1
relatively,1
difficult,1
knock,1
out,1
Since,1
March,1
District,1
Judge,1
Jeffrey,1
White,1
former,1
analyzing,1
scope,1
meaning,1
poring,1
over,1
each,1
word,1
studying,1
terminology,1
such,1
database,1
It,2
crucial,1
step,1
asked,1
decide,1
come,1
day,1
Known,1
Markman,1
rulings,1
these,1
decisions,1
are,3
often,2
tipping,1
points,1
cases,1
John,1
Ferrell,2
co,1
founder,1
Carr,1
Palo,1
Alto,1
judge,1
not,1
agree,1
side,1
interpretation,1
language,1
push,1
he,1
especially,1
intriguing,1
now,1
become,1
big,3
years,2
ago,2
suing,1
coming,1
unproven,1
model,1
Today,1
considered,1
king,1
And,2
stature,1
increased,1
when,1
acquired,1
83,1
cash,1
incorporating,1
into,1
services,1
three,1
wouldn,1
Andy,1
Beal,1
vice,1
president,1
marketing,1
WebSourced,1
just,1
goes,1
you,1
About,1
half,1
all,1
verdicts,1
overturned,1
appeal,1
stakes,1
high,1
Ultimately,1
weigh,1
costs,1
prolonged,1
legal,1
fight,1
bills,1
like,1
reach,1
million,1
possibility,1
losing,1
My,1
observation,1
between,1
enormous,1
players,1
no,1
attention,1
