,frequency
urlLink,1
BBC,1
article,1
Opening,1
hours,3
row,1
at,3
cottage,6
The,5
was,2
opened,1
as,1
a,5
museum,2
in,4
1924,1
A,3
heritage,1
group,1
Stafford,2
say,2
they,4
are,4
angry,1
plans,2
to,20
cut,1
the,23
opening,1
of,12
one,1
town,1
s,3
most,2
historic,1
landmarks,1
despite,1
their,1
offers,1
help,1
borough,1
council,6
says,2
Izaak,3
Walton,3
Cottage,2
Shallowford,1
is,4
proving,1
expensive,1
run,2
former,1
home,1
author,1
1653,1
fishing,1
book,1
Complete,1
Angler,1
houses,1
collection,1
dedicated,1
his,1
life,1
and,8
angling,1
report,1
councillors,1
that,2
limiting,1
access,1
weekends,1
from,3
May,2
August,2
would,2
save,1
17,1
000,1
Currently,1
attraction,1
open,4
on,2
weekday,1
afternoons,1
April,1
October,1
Few,1
opportunities,2
But,2
Chapter,1
who,1
have,2
set,1
up,1
charitable,1
trust,1
fund,1
running,1
said,4
were,1
upset,1
had,2
not,2
met,1
them,1
before,1
making,1
decision,1
Tony,1
Bridgett,1
president,1
chapter,1
threatened,1
close,1
18,1
months,1
ago,1
there,1
campaign,1
by,1
people,1
ourselves,1
keep,1
it,3
So,1
some,2
respects,1
we,2
delighted,1
staying,1
only,2
going,2
end,1
Saturdays,1
Sundays,1
bank,1
holidays,1
so,2
members,1
public,1
get,1
very,1
few,1
visit,2
We,1
money,1
available,1
haven,2
t,2
got,2
any,1
but,1
round,1
meeting,1
us,1
able,2
mutually,1
work,1
together,1
Members,1
leisure,1
scrutiny,1
committee,1
will,2
debate,1
next,1
week,2
spokeswoman,1
for,1
been,1
revised,1
take,1
into,1
account,1
when,1
visitors,1
used,1
She,1
range,1
events,1
continue,1
be,2
held,1
coach,1
trips,1
including,1
schools,1
still,1
during,1
