,word,stem
0,urlLink,urllink
1,Ketzel,ketzel
2,Levine,levin
3,Talking,talk
4,Plants,plant
5,Invasive,invas
6,The,the
7,Diane,dian
8,Rehm,rehm
9,Show,show
10,February,februari
11,26,26
12,2002,2002
13,plants,plant
14,infest,infest
15,one,one
16,hundred,hundr
17,million,million
18,acres,acr
19,U,U
20,S,S
21,year,year
22,costing,cost
23,American,american
24,industry,industri
25,billions,billion
26,dollars,dollar
27,guests,guest
28,talk,talk
29,risks,risk
30,invasive,invas
31,weeds,weed
32,identify,identifi
33,prevent,prevent
34,control,control
