,word,lemma
0,urlLink,urllink
1,Fast,fast
2,forward,forward
3,trouble,troubl
4,Four,four
5,years,year
6,ago,ago
7,Bhutan,bhutan
8,fabled,fabl
9,Himalayan,himalayan
10,Shangri,shangri
11,la,la
12,became,becam
13,last,last
14,nation,nation
15,earth,earth
16,introduce,introduc
17,television,televis
18,Suddenly,suddenli
19,culture,cultur
20,barely,bare
21,changed,chang
22,centuries,centuri
23,bombarded,bombard
24,46,46
25,cable,cabl
26,channels,channel
27,And,and
28,soon,soon
29,came,came
30,first,first
31,crime,crime
32,wave,wave
33,murder,murder
34,fraud,fraud
35,drug,drug
36,offences,offenc
37,Cathy,cathi
38,Scott,scott
39,Clark,clark
40,Adrian,adrian
41,Levy,levi
42,report,report
43,country,countri
44,crash,crash
45,landing,land
46,21st,21st
47,century,centuri
