,word,stem
0,urlLink,urllink
1,Inspirational,inspir
2,Quotations,quotat
3,About,about
4,Creativity,creativ
5,In,In
6,beginners,beginn
7,mind,mind
8,many,mani
9,possibilities,possibl
10,experts,expert
11,Suzuki,suzuki
12,Shunryu,shunryu
13,Learning,learn
14,movement,movement
15,moment,moment
16,Krishnamurti,krishnamurti
17,J,J
18,The,the
19,silly,silli
20,question,question
21,first,first
22,intimation,intim
23,totally,total
24,new,new
25,development,develop
26,Whitehead,whitehead
27,Alfred,alfr
28,North,north
29,Nothing,noth
30,encourages,encourag
31,creativity,creativ
32,like,like
33,chance,chanc
34,fall,fall
35,flat,flat
36,one,one
37,face,face
38,Finley,finley
39,James,jame
40,D,D
41,whole,whole
42,life,life
43,lies,lie
44,verb,verb
45,seeing,see
46,De,De
47,Chardin,chardin
48,Teilhard,teilhard
49,delicate,delic
50,flower,flower
51,praise,prais
52,tends,tend
53,make,make
54,bloom,bloom
55,discouragement,discourag
56,often,often
57,nips,nip
58,bud,bud
59,Osborn,osborn
60,Alex,alex
61,takes,take
62,lot,lot
63,time,time
64,genius,geniu
65,sit,sit
66,around,around
67,much,much
68,nothing,noth
69,really,realli
70,Stein,stein
71,Gertrude,gertrud
72,fact,fact
73,little,littl
74,child,child
75,prepared,prepar
76,give,give
77,every,everi
78,conceived,conceiv
79,notion,notion
80,follow,follow
81,humbly,humbl
82,wherever,wherev
83,whatever,whatev
84,abysses,abyss
85,nature,natur
86,leads,lead
87,learn,learn
88,Huxley,huxley
89,Thomas,thoma
90,voyage,voyag
91,discovery,discoveri
92,seeking,seek
93,landscapes,landscap
94,eyes,eye
95,Proust,proust
96,Marcel,marcel
97,People,peopl
98,see,see
99,Emerson,emerson
100,Ralph,ralph
101,Waldo,waldo
102,man,man
103,inner,inner
104,slave,slave
105,surroundings,surround
106,Amiel,amiel
107,henri,henri
108,Frederic,freder
109,Water,water
110,pure,pure
111,fish,fish
112,Ts,Ts
113,ai,ai
114,Ken,ken
115,T,T
116,Everywhere,everywher
117,I,I
118,go,go
119,find,find
120,poet,poet
121,Freud,freud
122,Sigmund,sigmund
123,But,but
124,words,word
125,things,thing
126,small,small
127,drop,drop
128,ink,ink
129,falling,fall
130,dew,dew
131,upon,upon
132,thought,thought
133,produces,produc
134,makes,make
135,thousands,thousand
136,perhaps,perhap
137,millions,million
138,think,think
139,Lord,lord
140,Byron,byron
141,There,there
142,expression,express
143,unique,uniqu
144,And,and
145,block,block
146,never,never
147,exist,exist
148,medium,medium
149,lost,lost
150,Graham,graham
151,Martha,martha
152,Just,just
153,appetite,appetit
154,comes,come
155,eating,eat
156,work,work
157,brings,bring
158,inspiration,inspir
159,Stravinsky,stravinski
160,Igor,igor
161,What,what
162,nurture,nurtur
163,creative,creativ
164,vision,vision
165,necessary,necessari
166,turn,turn
167,world,world
168,possibly,possibl
169,heading,head
170,toward,toward
171,destruction,destruct
172,Music,music
173,Hollander,holland
174,Lorin,lorin
175,Surrounded,surround
176,right,right
177,sounds,sound
178,invigorated,invigor
179,energized,energ
180,balanced,balanc
181,Diamond,diamond
182,Dr,Dr
183,John,john
184,universe,univers
185,full,full
186,magical,magic
187,patiently,patient
188,waiting,wait
189,wits,wit
190,grow,grow
191,sharper,sharper
192,Eden,eden
193,Phillpotts,phillpott
194,capacity,capac
195,delight,delight
196,gift,gift
197,paying,pay
198,attention,attent
199,Julia,julia
200,Cameron,cameron
201,would,would
202,rather,rather
203,live,live
204,surrounded,surround
205,mystery,mysteri
206,could,could
207,comprehend,comprehend
208,Henry,henri
209,Fosdick,fosdick
210,A,A
211,good,good
212,traveler,travel
213,fixed,fix
214,plans,plan
215,intent,intent
216,arriving,arriv
217,Lao,lao
218,Tzu,tzu
219,570,570
220,490,490
221,B,B
222,C,C
223,Wheresoever,wheresoev
224,heart,heart
225,Confucius,confuciu
226,Being,be
227,tightrope,tightrop
228,living,live
229,everything,everyth
230,else,els
231,Karl,karl
232,Great,great
233,Wallenda,wallenda
