,word,stem
0,urlLink,urllink
1,Total,total
2,Information,inform
3,Awareness,awar
4,Gift,gift
5,Shop,shop
6,The,the
7,logo,logo
8,Office,offic
9,nothing,noth
10,allay,allay
11,concerns,concern
12,disturbing,disturb
13,Orwellian,orwellian
14,imagery,imageri
15,knowing,know
16,eye,eye
17,scanning,scan
18,globe,globe
19,modest,modest
20,comedic,comed
21,attempt,attempt
22,stimulate,stimul
23,public,public
24,awareness,awar
25,interest,interest
26,issue,issu
27,could,could
28,detrimentally,detriment
29,impact,impact
30,civil,civil
31,liberties,liberti
32,years,year
33,come,come
34,Any,ani
35,proceeds,proce
36,beyond,beyond
37,basic,basic
38,cost,cost
39,product,product
40,donated,donat
41,American,american
42,Civil,civil
43,Liberties,liberti
44,Union,union
