,word,lemma
0,urlLink,urllink
1,Yahoo,yahoo
2,News,new
3,Japanese,japanes
4,company,compani
5,aims,aim
6,DNA,dna
7,ink,ink
8,secure,secur
9,personal,person
10,signatures,signatur
11,Thu,thu
12,May,may
13,1,1
14,02,02
15,PM,PM
16,ET,ET
17,TOKYO,tokyo
18,AFP,afp
19,A,A
20,planning,plan
21,produce,produc
22,pen,pen
23,would,would
24,allow,allow
25,individuals,individu
26,sign,sign
27,contracts,contract
28,wills,will
29,containing,contain
30,information,inform
31,prevent,prevent
32,forgery,forgeri
33,ID,ID
34,Technica,technica
35,Tokyo,tokyo
36,based,base
37,security,secur
38,business,busi
39,using,use
40,biotechnology,biotechnolog
41,start,start
42,marketing,market
43,around,around
44,summer,summer
45,year,year
46,management,manag
47,official,offici
48,Koichi,koichi
49,Haraguchi,haraguchi
50,said,said
51,Thursday,thursday
52,The,the
53,product,product
54,could,could
55,used,use
56,ordinary,ordinari
57,people,peopl
58,well,well
59,celebrities,celebr
60,famous,famou
61,painters,painter
62,authenticity,authent
63,autographs,autograph
64,matters,matter
65,lot,lot
