,word,lemma
0,I,I
1,pretty,pretti
2,crazy,crazi
3,dream,dream
4,remember,rememb
5,details,detail
6,know,know
7,involved,involv
8,trying,tri
9,go,go
10,play,play
11,conference,confer
12,something,someth
13,To,To
14,seemed,seem
15,like,like
16,East,east
17,Lansing,lans
18,college,colleg
19,town,town
20,visited,visit
21,well,well
22,The,the
23,overall,overal
24,theme,theme
25,concern,concern
26,men,men
27,versus,versu
28,women,women
29,specifically,specif
30,standing,stand
31,treating,treat
32,poorly,poorli
33,Some,some
34,people,peopl
35,Jenn,jenn
36,Laura,laura
37,Angie,angi
38,Steve,steve
39,Jackson,jackson
40,Daily,daili
41,girl,girl
42,barely,bare
43,friend,friend
44,Rob,rob
45,Gareth,gareth
46,really,realli
47,whatever,whatev
48,went,went
49,eat,eat
50,afterwards,afterward
51,place,place
52,called,call
53,BD,BD
54,instead,instead
55,Mongolian,mongolian
56,BBQ,bbq
57,Dixie,dixi
58,fast,fast
59,food,food
60,restaurant,restaur
61,darkly,darkli
62,lit,lit
63,even,even
64,read,read
65,menu,menu
66,order,order
67,Number,number
68,1,1
69,Combo,combo
70,safe,safe
71,altercation,alterc
72,occured,occur
73,guy,guy
74,brushed,brush
75,close,close
76,yelled,yell
77,shoved,shove
78,A,A
79,couple,coupl
80,guys,guy
81,loitering,loiter
82,around,around
83,area,area
84,started,start
85,make,make
86,fun,fun
87,That,that
88,stepped,step
89,put,put
90,one,one
91,arm,arm
92,lock,lock
93,said,said
94,Do,Do
95,use,use
96,He,He
97,quiet,quiet
