,frequency
Wow,1
some,1
guys,1
just,1
have,2
it,2
rough,1
For,2
whatever,1
reason,1
107,1
7,1
The,3
End,3
in,3
Seattle,1
took,1
Andy,1
Savage,1
off,1
their,2
morning,2
show,1
I,2
could,1
probably,1
look,1
up,1
but,1
really,1
don,1
t,1
the,4
patience,1
right,1
now,1
a,3
couple,1
months,1
after,2
that,2
they,4
would,1
play,1
hour,1
long,1
themed,1
blocks,1
of,1
music,1
80s,1
punk,1
new,1
wave,1
grunge,1
etc,1
Finally,1
brought,1
Marconi,1
and,3
Tiny,1
for,3
program,1
About,1
month,1
changed,1
formats,1
dropped,1
them,1
Sucks,1
At,1
time,1
were,1
on,1
two,1
radio,1
stations,1
station,1
Porkland,1
infantile,1
name,1
Portland,2
Well,1
looks,1
like,1
got,1
urlLink,1
booted,1
from,1
as,1
well,1
joking,1
about,1
Berg,1
beheading,1
D,1
oh,1
