,frequency
It,2
s,2
Fifteen,1
Minute,1
Photoshop,2
time,2
Basically,1
my,4
bedroom,1
is,5
not,2
in,2
the,9
most,1
optimal,1
configuration,1
Both,1
of,3
tall,1
bookshelves,1
are,2
covering,1
up,1
one,1
window,5
completely,1
and,4
part,1
another,2
So,1
I,3
started,1
thinking,1
about,1
alternative,1
arrangements,1
Knowning,1
me,1
couldn,1
t,1
just,1
visualize,1
this,1
or,1
write,1
it,2
out,1
on,3
a,3
sheet,1
paper,1
decided,1
to,3
measure,1
model,1
room,1
pretty,1
hard,1
see,1
left,2
but,1
there,2
long,1
The,2
upper,1
red,2
line,2
right,1
bathroom,1
door,1
Here,1
suggested,1
layout,1
This,1
clears,1
both,1
windows,1
since,1
dresser,1
fits,1
underneath,1
sides,1
bed,2
against,1
seems,1
like,1
good,1
idea,1
Bah,1
no,1
do,1
tonight,1
