,frequency
Ok,1
let,1
s,1
play,1
with,2
some,2
numbers,1
Here,1
are,1
the,8
current,1
urlLink,1
WRC,1
standings,2
57,1
pts,12
Richard,2
Burns,4
55,1
Sebastien,2
Loeb,3
53,1
Carlos,2
Sainz,3
48,1
Petter,3
Solberg,2
43,1
Markko,3
Martin,2
38,1
Marcus,2
Gronholm,3
is,9
on,1
a,6
downward,1
slope,1
If,1
his,3
performance,1
in,5
Italy,1
any,2
indication,1
of,2
desire,1
to,9
win,1
championship,4
we,1
can,2
all,1
but,3
write,1
him,3
off,2
Expect,3
score,2
maybe,1
8,2
more,3
points,6
over,1
last,2
three,2
rallies,4
hot,1
now,1
he,6
also,1
inexperienced,1
His,1
car,1
sick,1
so,2
if,1
avoid,1
major,2
retirement,1
Britain,2
going,3
pull,1
down,1
at,1
least,2
15,1
too,1
experienced,1
drop,1
out,1
this,2
without,1
fight,1
He,1
won,1
t,1
partake,1
gambling,1
will,3
be,1
consistant,1
I,1
ll,1
give,1
12,1
knows,1
needs,1
serious,1
vault,1
into,2
twist,1
natural,1
talent,1
desperation,1
At,1
two,3
early,1
retirements,2
keep,1
below,1
final,3
destroy,1
next,1
first,2
and,2
second,1
place,2
finish,2
The,2
rally,1
Great,1
decide,1
has,1
retired,1
from,1
another,1
third,1
race,1
season,1
70,1
69,1
65,1
64,1
56,1
44,1
You,1
heard,1
it,1
here,1
