,frequency
The,2
problems,1
setting,1
up,1
the,5
urlLink,2
OpenBSD,2
server,1
continue,1
In,2
an,1
attempt,1
to,3
make,1
use,3
of,3
old,2
hardware,2
I,6
tried,1
a,5
Pentium,1
60,1
machine,3
It,1
was,1
very,1
first,1
real,1
computer,1
ever,1
used,1
Bios,1
came,1
out,1
when,1
idea,1
Plug,1
and,1
Play,1
did,1
not,1
exist,1
All,1
network,1
cards,1
have,2
are,1
PnP,2
There,1
is,1
way,1
configure,1
them,2
manually,1
but,1
that,1
would,1
require,1
installing,1
into,1
my,2
current,1
which,1
can,1
definitely,1
handle,1
booting,1
from,1
DOS,1
disk,1
then,1
running,1
few,1
utilities,1
Instead,1
will,2
probably,1
just,1
K6,1
233,1
contrast,1
once,1
get,1
setup,1
almost,1
no,1
trouble,1
configuring,1
2,1
7,1
as,1
cable,1
NAT,1
system,1
