,frequency
Eric,3
and,5
I,3
had,2
planned,1
on,3
playing,3
street,2
hockey,3
with,4
the,4
same,1
bunch,1
of,7
people,3
we,6
played,2
a,6
couple,2
weeks,1
ago,1
Some,1
them,4
were,7
still,1
learning,1
to,4
skate,1
none,2
for,1
more,2
than,2
months,1
Needless,1
say,1
games,1
fun,1
low,1
competition,1
Today,1
could,1
make,1
it,1
Knowing,1
that,2
lots,1
play,1
at,1
Elbel,1
field,1
headed,1
down,1
there,2
About,1
8,1
guys,2
was,1
an,2
9,1
year,1
old,1
boy,1
trying,1
keep,1
up,2
Seeing,1
such,1
group,1
knew,1
they,4
couldn,1
t,1
have,1
been,1
too,1
good,2
Turns,1
out,2
all,1
better,1
two,1
us,1
but,1
held,1
our,1
own,1
After,1
hour,1
half,1
few,1
showed,1
Slowly,1
as,1
these,1
started,1
sub,1
in,1
noticed,1
how,1
outclassed,1
thought,1
just,1
amateurs,1
cocky,1
attitude,1
When,1
finally,1
left,1
told,1
me,1
he,1
found,1
UMich,1
team,1
Man,1
No,1
wonder,1
