,frequency
Lets,1
see,1
what,1
s,1
been,2
going,2
on,3
lately,1
I,8
scheduled,1
the,21
second,1
portion,2
of,6
A,1
certification,1
exam,2
for,4
this,5
Thursday,1
If,2
difficulty,1
is,5
par,1
with,2
first,2
have,4
already,2
passed,1
All,1
interns,1
are,1
to,4
a,7
urlLink,1
Tigers,1
game,2
Tuesday,1
only,2
handful,1
baseball,1
games,1
in,5
my,1
life,1
and,4
will,4
be,4
time,1
gone,1
new,2
stadium,1
Honestly,1
hope,1
all,1
money,1
that,6
being,1
dumped,1
into,1
Detroit,5
does,1
some,1
good,2
Compuware,1
moving,1
their,1
headquarters,1
down,1
there,2
we,2
casinos,1
now,1
Ford,1
Field,1
home,1
Lions,1
etc,2
Time,1
tell,1
as,3
census,1
population,1
reaches,1
million,1
again,1
sign,1
saw,1
UFC,4
38,2
last,1
night,1
The,3
fight,2
was,8
truly,1
interesting,1
Genki,1
Sudo,3
versus,1
Leigh,1
Remedios,2
came,1
out,3
looking,1
like,3
WWE,1
wrestler,1
so,2
hated,1
him,2
When,1
started,1
he,1
throwing,1
taunts,1
candy,1
just,1
acting,1
cocky,1
Turns,1
ploy,1
worked,1
it,3
threw,1
off,1
finished,1
lightning,1
fast,1
rear,1
naked,1
choke,1
Now,1
guy,1
Speaking,1
UFCs,1
Chris,2
telling,1
me,1
one,1
held,2
complete,1
disgrace,1
To,1
allow,1
fights,1
Michigan,1
could,1
no,1
punching,1
How,1
mixed,1
martial,1
arts,1
pay,1
per,1
view,1
numbers,1
were,1
halved,1
next,1
Good,1
job,1
tag,2
line,2
Brawl,1
Hall,2
at,1
Royal,1
Albert,1
UK,1
Marty,1
couldn,1
t,1
remember,1
decided,1
had,1
Motor,1
City,1
Mayhem,1
Motown,1
Showdown,1
or,1
D,1
town,1
Beatdown,1
So,1
cheesy,1
