,frequency
urlLink,1
Wired,2
12,1
03,1
The,1
Complete,1
Guide,1
to,3
Googlemania,1
My,1
first,1
thought,2
13,2
pages,2
all,1
about,1
Google,2
This,1
is,3
great,1
mostly,1
because,1
an,1
interesting,1
company,1
follow,1
from,1
a,3
technological,1
political,1
economic,1
and,2
social,1
aspect,1
Second,1
crap,1
I,3
have,1
slog,1
through,1
with,1
bunch,1
of,1
drivel,1
added,1
since,1
this,1
Well,1
read,1
the,1
whole,1
thing,1
it,1
s,2
at,1
least,1
worth,1
good,1
skim,1
didn,1
t,1
learn,1
much,1
but,1
that,1
okay,1
