,frequency
Ok,1
about,1
AX,1
This,1
Saturday,1
I,13
decided,1
that,4
since,1
flag,1
football,1
season,1
was,8
over,1
and,5
Katherine,1
getting,1
ready,1
to,5
go,1
Dallas,1
on,3
a,6
business,1
trip,1
might,1
as,1
well,1
get,2
started,2
my,3
holiday,1
shopping,3
spent,1
quite,1
few,1
hours,1
at,3
urlLink,1
Bellevue,1
Square,1
hit,2
least,1
20,1
stores,2
One,1
of,3
the,1
last,2
went,1
mostly,1
out,2
curiosity,1
Armani,1
Exchange,1
Personally,1
hate,1
their,1
clothing,1
It,1
s,1
either,1
label,1
saturated,1
or,1
misguided,1
attempt,1
being,2
trendy,1
While,1
there,1
had,1
not,3
one,1
two,1
three,1
but,1
four,1
different,1
sales,2
people,1
try,1
help,2
me,2
Normally,1
walk,1
into,2
store,1
like,1
m,1
lucky,1
any,1
The,1
person,1
male,1
got,1
attention,1
by,1
staring,1
directly,1
eyes,1
for,2
second,1
turned,1
away,1
then,1
noticed,1
he,3
still,1
watching,1
made,1
eye,1
contact,1
again,1
up,1
conversation,1
Most,1
it,1
how,1
is,1
going,1
who,1
are,2
you,2
buying,1
basic,1
salesperson,1
chat,1
When,1
said,1
What,1
doing,1
afterward,1
when,1
figured,1
My,1
response,1
Probably,1
just,1
some,1
more,1
with,1
condescending,1
smirk,1
ended,1
discussion,1
