,frequency
I,4
just,1
googled,1
my,1
site,1
for,1
urlLink,2
Stair,2
Dismount,3
and,5
can,1
t,2
believe,1
never,1
blogged,1
it,2
before,1
There,1
is,2
a,6
new,1
version,1
called,1
Truck,1
which,1
takes,2
the,3
premise,1
of,4
define,1
few,2
variables,1
launch,1
dismount,1
see,1
how,1
much,1
damage,1
body,1
but,2
instead,1
stairs,1
uses,1
moving,1
truck,1
ramps,1
really,1
shouldn,1
be,1
playing,1
this,1
at,1
work,1
s,1
terribly,1
addictive,1
It,1
has,1
good,1
mix,1
complexity,2
ease,1
entry,1
The,1
time,1
sink,1
because,1
you,1
keep,1
tweaking,1
things,1
trying,1
to,1
create,1
bigger,1
crashes,1
more,1
damaging,1
launches,1
