,frequency
urlLink,1
Not,1
All,1
Americans,1
Are,1
Stupid,1
Quiz,1
You,2
answered,1
20,2
questions,1
correctly,1
out,1
of,1
If,1
you,2
are,1
American,1
the,4
only,1
way,2
got,1
this,1
score,1
is,1
by,1
doing,1
quiz,1
50,1
times,2
and,3
memorizing,1
correct,1
answers,1
need,1
to,3
approach,1
world,1
in,1
a,1
less,1
aggressively,1
competitive,1
learn,1
live,1
with,1
your,1
inadequacies,1
rather,1
than,1
seeking,1
feel,1
through,1
bigotry,1
false,1
national,1
pride,1
Well,1
it,1
took,1
me,1
five,1
