,frequency
I,5
have,2
a,5
new,1
urlLink,6
digital,1
camera,2
haven,2
t,3
gotten,1
many,1
chances,1
to,4
use,1
it,3
but,2
was,3
put,1
into,2
full,1
effect,1
capture,1
typical,1
night,2
out,3
Check,1
the,5
rest,1
of,4
galleries,2
here,3
Hopefully,1
that,7
will,1
quickly,1
fill,1
up,2
with,2
from,1
my,1
tenth,1
and,3
final,1
semester,1
Last,1
week,1
spring,1
break,1
mostly,1
spent,1
at,1
work,2
For,1
those,2
you,1
been,2
dragged,1
Daily,1
by,1
now,1
is,2
quick,1
run,1
down,1
important,1
areas,1
The,1
really,1
big,1
black,1
server,2
in,1
gallery,1
old,1
database,1
replaced,1
last,1
weekend,1
Other,1
than,1
hung,1
Leah,1
as,2
much,1
possible,1
We,1
went,1
State,1
for,2
would,1
prime,1
candidate,1
picture,1
taking,1
hadn,1
met,1
90,1
people,1
yet,2
It,1
s,1
just,2
better,1
not,1
be,1
guy,1
always,1
has,1
his,1
