,frequency
VH,1
1,1
s,1
list,4
of,4
the,2
urlLink,1
100,1
Greatest,1
Women,1
Rock,1
Roll,1
My,1
favorites,2
and,1
where,1
they,1
rank,1
36,1
Bjork,1
55,1
PJ,1
Harvey,1
71,1
Tori,1
Amos,1
94,1
Liz,1
Phair,1
People,1
on,1
this,1
I,1
have,1
never,1
heard,1
12,1
Debbie,1
Harry,1
24,1
Dusty,1
Springfield,1
25,1
Marianne,1
Faithfull,1
26,1
Bessie,1
Smith,1
48,1
Dinah,1
Washington,1
50,1
Sarah,1
Vaughan,1
52,1
Laura,1
Nyro,1
57,1
Mavis,1
Staples,1
60,1
Ruth,1
Brown,1
75,1
Exene,1
Cervenka,1
85,1
Petula,1
Clark,1
99,1
Tina,1
Weymouth,1
How,1
sad,1
is,2
that,1
my,2
unknown,1
three,1
times,1
size,1
