,frequency
Sprint,4
PCS,3
sucks,1
There,1
is,4
a,6
very,1
good,1
reason,1
that,2
the,11
greeting,1
on,2
my,9
phone,4
has,1
been,1
POS,1
ever,1
since,1
I,16
got,1
it,3
Let,1
s,1
go,2
over,2
what,1
happened,1
to,10
me,1
this,2
month,1
moved,2
from,2
Ann,3
Arbor,3
Livonia,1
back,2
changed,2
address,4
site,1
about,2
week,1
after,1
new,2
apartment,2
The,1
changes,2
just,2
wouldn,1
t,5
stick,2
would,2
change,1
save,1
reload,1
and,5
old,1
be,2
tried,1
for,3
3,2
days,1
get,3
no,1
luck,1
Eventually,1
couldn,2
log,2
into,3
website,3
make,1
all,2
of,2
payments,1
online,1
so,3
was,3
going,1
problem,1
when,2
September,1
7th,1
rolled,1
around,1
billing,1
date,1
Obviously,1
day,1
blew,1
past,1
couple,2
weeks,2
bill,1
overdue,1
They,2
didn,1
turn,1
off,2
thought,1
set,1
No,1
much,1
turned,1
yesterday,1
STILL,1
can,1
This,1
morning,1
called,1
their,1
customer,1
service,1
number,1
had,1
PAY,1
That,1
strike,1
1,1
My,3
in,3
basement,1
house,1
cellular,2
reception,1
extremely,1
spotty,1
random,1
rarely,1
works,2
university,1
buildings,2
job,1
classes,1
main,1
study,1
area,1
are,1
such,1
Thus,1
cell,1
only,1
am,1
walking,1
destinations,1
What,1
provider,1
should,1
with,1
