,frequency
Update,1
to,1
the,6
urlLink,4
previous,1
post,1
Pokemon,5
The,1
reason,1
why,1
I,3
am,2
playing,2
at,1
all,3
is,4
because,1
of,6
PvP,1
Player,2
vs,1
another,1
online,1
comic,1
that,2
reading,1
now,1
Most,1
characters,1
talk,1
about,1
their,1
favorite,1
PC,1
games,1
mostly,1
FPSs,1
like,1
Quake,1
III,1
Half,1
life,1
and,2
UT,1
A,1
running,1
gag,1
troll,1
group,1
Skull,1
only,1
plays,1
read,1
entire,1
archive,1
mentions,1
warped,1
my,1
mind,1
For,1
your,1
having,1
trouble,1
with,1
Silver,1
here,1
a,1
walkthrough,1
You,1
can,1
thank,1
me,1
later,1
