,frequency
Michigan,4
State,2
3,4
at,2
16,1
5,2
2,2
Player,1
to,1
Watch,1
Ryan,1
Van,1
Dyke,1
QB,1
Starter,1
has,1
struggled,1
since,1
returning,1
from,1
injury,1
and,2
even,1
got,1
replaced,1
last,2
week,2
by,1
Jeff,1
Smoker,1
Breakdown,1
Both,1
sides,1
are,2
issuing,1
the,4
standard,1
spin,1
about,1
this,1
being,1
a,5
tough,1
rivalry,1
game,1
but,1
reality,1
says,1
it,1
s,2
mismatch,1
Despite,1
their,1
0,2
start,1
Spartans,2
clearly,1
in,3
rebuilding,1
year,1
following,1
10,1
campaign,1
1999,1
The,1
only,1
consistency,1
is,1
RB,2
T,1
J,1
Duckett,1
nation,1
No,1
rusher,1
148,1
yards,1
exploded,1
58,1
win,1
will,1
likely,1
go,1
right,1
wobbly,1
defensive,1
front,1
with,1
powerful,1
Anthony,1
Thomas,1
