,frequency
urlLink,1
FCC,1
allows,1
home,2
numbers,3
to,12
be,4
switched,1
wireless,1
phones,3
Nov,1
11,1
2003,1
When,1
I,11
first,1
read,1
this,6
article,1
thought,1
Great,1
So,1
many,1
people,4
will,1
love,1
feature,1
Now,2
that,9
really,2
think,1
about,1
it,4
how,1
much,2
use,1
is,6
going,2
get,2
Ever,1
since,3
cell,3
became,2
popular,1
adding,1
a,9
new,1
phone,7
number,4
routine,1
occurance,1
It,2
not,3
big,1
of,3
deal,1
change,2
could,2
have,3
skewed,1
viewpoint,1
because,1
almost,1
everyone,1
has,2
my,1
also,1
an,3
email,2
address,1
Everytime,1
changed,1
which,3
happened,1
every,1
year,1
in,3
college,1
and,3
once,1
again,1
when,1
moved,1
out,2
Washington,1
ve,1
sent,1
announcing,1
the,5
more,2
difficult,1
for,1
other,1
do,2
alternate,1
form,1
communication,1
can,2
see,2
being,1
used,1
by,1
ran,1
business,2
line,2
their,1
They,2
keep,1
same,1
probably,1
on,2
cards,1
websites,1
etc,1
but,1
now,1
tied,1
mobile,3
Since,1
work,1
industry,1
any,1
way,1
switch,1
fine,1
with,2
me,1
one,1
issue,1
ruling,1
though,1
Up,1
point,1
believe,1
telemarketers,1
relied,1
fact,1
landlines,2
were,1
completely,2
seperate,1
knew,1
extensions,1
operators,1
had,1
would,2
call,1
those,1
illegal,1
telemarket,1
costs,1
customer,1
money,1
removed,1
Is,1
there,1
national,1
database,1
cellular,1
versus,1
How,1
secure,1
