,frequency
Mwahahaha,1
The,2
new,2
MD,1
com,1
is,1
coming,1
along,1
quite,2
nicely,1
BTW,1
I,3
am,1
back,2
in,1
Ann,1
Arbor,1
Christmas,1
was,1
a,2
good,1
change,1
of,1
pace,1
but,1
now,1
have,2
to,4
get,1
work,1
switch,2
got,1
for,1
my,3
home,1
network,1
has,1
already,1
proved,1
valuable,1
since,1
transfer,1
rates,2
from,2
main,2
production,1
computer,1
server,1
increased,1
5kbps,1
42kbps,1
Still,1
not,2
sure,1
why,1
two,1
computers,1
seperated,1
by,1
3,1
feet,1
and,1
are,1
transferring,1
at,1
more,1
like,1
10,1
meg,1
sec,1
