,frequency
You,1
never,1
know,1
how,1
hard,1
it,2
is,2
to,5
find,1
an,1
available,1
dumpster,2
until,1
you,1
need,1
one,1
I,4
just,1
spent,1
20,1
minutes,1
driving,1
around,1
a,8
dark,1
and,3
rainy,1
Bellevue,1
looking,1
for,2
such,1
creature,1
needed,1
dispose,1
of,3
few,2
plastic,2
containers,1
that,2
used,1
move,1
in,2
our,1
apartment,1
complex,1
only,1
offers,1
chute,2
trash,1
bags,1
These,1
totes,2
barely,1
fit,2
into,1
my,2
hatchback,1
so,2
they,1
sure,1
as,1
heck,1
were,1
not,1
going,2
down,1
Thankfully,1
there,1
large,1
string,1
medical,1
centers,1
about,1
block,1
from,1
here,1
because,1
the,3
hospital,1
being,1
close,1
Friday,1
night,1
at,1
5,1
PM,1
day,1
after,1
holiday,1
people,1
are,1
be,1
office,1
found,2
