,frequency
urlLink,2
Mitsubishi,2
announces,1
Lancer,1
WRC04,1
After,1
taking,1
a,4
year,1
off,1
from,1
rallying,1
has,2
returned,1
with,1
radical,1
new,2
vehicle,1
to,3
enter,1
the,8
04,1
WRC,3
season,1
The,1
overall,1
body,1
shape,1
remained,1
similar,1
previous,1
Mitsu,1
cars,1
but,2
underlying,1
construction,1
components,1
and,1
technologies,1
are,1
radically,1
different,1
Personally,1
I,2
am,1
not,1
fan,1
of,3
looks,1
car,1
can,1
definitely,1
see,1
how,1
it,1
would,1
be,1
more,1
aerodynamic,1
than,1
last,1
model,1
they,1
needed,1
make,1
few,1
sacrifices,1
in,1
visual,1
appeal,1
area,1
There,1
is,1
another,1
small,1
picture,1
design,1
available,1
on,1
official,1
site,1
