,frequency
A,2
new,1
project,2
I,5
would,8
like,1
to,4
work,3
on,2
simple,1
BSD,3
or,2
Linux,3
boot,4
disk,3
that,2
contains,1
a,6
few,1
utilities,1
for,3
testing,1
hacked,1
box,1
Initially,1
the,9
system,4
administrator,2
off,2
this,3
floppy,2
and,5
run,2
initialization,1
utilitity,1
It,2
take,2
an,1
MD5,2
hash,2
of,2
all,3
files,2
in,4
specific,1
directories,1
such,1
as,1
etc,1
bin,2
sbin,1
usr,1
store,1
results,2
text,1
file,3
Later,1
could,2
again,1
comparison,1
utility,1
another,1
compare,1
Doing,2
be,3
easier,1
me,1
because,1
have,1
access,1
many,1
machines,1
it,4
make,1
much,1
more,1
widely,1
supported,1
Can,1
stock,1
kernel,1
mount,2
FFS,1
systems,3
know,1
OpenBSD,1
can,1
Ext2,1
Red,1
Hat,1
now,1
uses,1
Ext3,1
by,1
default,1
so,1
only,1
with,2
older,1
RH,1
Hopefully,1
will,2
able,1
create,1
most,1
any,1
unix,1
This,1
also,1
use,1
urlLink,2
Tripwire,1
pre,1
made,1
Or,1
maybe,1
just,2
do,1
from,1
scratch,1
jerk,1
