,frequency
Since,1
starting,1
my,3
new,1
job,1
back,2
in,2
April,1
I,7
have,3
had,1
almost,1
nothing,1
to,5
do,1
found,1
creative,1
ways,1
make,1
myself,1
look,1
busy,1
but,2
there,1
are,1
only,1
so,1
many,1
hours,1
a,5
person,1
can,1
spend,1
at,1
urlLink,2
Slashdot,1
and,2
fark,1
Well,1
today,1
was,1
given,1
an,1
actual,3
assignment,1
It,1
is,2
something,1
simple,1
rebulid,1
laptop,1
it,1
work,2
Now,1
that,1
gotten,1
taste,1
of,2
doing,1
don,1
t,1
want,1
go,1
having,1
kill,1
time,1
would,3
rather,3
coat,1
ass,1
honey,1
sit,1
down,1
on,1
seething,1
pile,1
fire,1
ants,1
swallow,1
towel,1
pound,1
nails,1
into,1
dick,1
