,frequency
Animals,1
animals,2
and,5
more,1
Russell,1
s,1
older,1
brother,3
is,7
currently,1
studying,1
to,14
be,6
a,15
veterinarian,1
Before,1
we,1
moved,1
in,3
together,1
Russ,3
mentioned,1
that,7
he,5
might,1
want,1
get,1
dog,5
eventually,1
Back,1
then,2
I,6
stated,1
wouldn,2
t,5
have,3
any,1
problem,1
with,3
whatsoever,1
as,3
long,2
was,4
the,11
one,2
take,2
care,1
of,5
mind,1
having,1
ocassionally,1
fill,1
food,1
dish,1
or,2
pup,1
out,3
for,8
walk,1
but,5
would,2
about,1
it,3
The,3
topic,1
dropped,1
recently,1
had,2
spay,1
neuter,1
puppy,2
his,2
studies,1
Usually,1
these,1
dogs,1
are,3
mutts,1
from,1
Humane,1
Society,1
this,3
turned,1
purebred,1
doberman,1
pinscher,1
Since,1
just,2
so,3
darned,1
cute,1
bring,1
up,3
idea,1
getting,1
since,1
could,1
give,1
away,1
anyone,1
said,1
same,1
thing,1
before,1
pointed,1
wasn,2
going,1
small,1
very,1
Also,1
probably,1
destroy,1
something,1
if,1
kept,1
apartment,1
by,1
himself,1
10,1
hours,1
day,1
We,1
agreed,1
no,1
us,1
Kat,4
her,1
parents,1
total,1
three,1
cats,1
Two,1
them,1
Charlotte,2
Emily,2
Bronte,1
Sisters,1
been,1
family,1
quite,1
few,1
years,1
now,1
They,1
mix,1
between,1
what,1
seems,1
Russian,1
Blue,1
Chartreux,1
an,1
orange,1
English,1
Shorthair,1
third,1
cat,1
Sebastian,2
brown,1
tabby,1
only,2
6,1
months,1
old,1
fairly,1
social,2
much,1
surprise,1
when,2
she,3
felt,1
comfortable,1
enough,1
come,1
me,4
other,2
two,1
different,1
story,1
still,1
playful,1
kitty,1
phase,1
told,1
m,1
person,1
than,1
herself,1
has,1
cuddled,1
As,1
isn,1
terribly,1
also,1
surprised,1
always,1
comes,1
affection,1
think,1
jealous,1
Kitties,1
love,1
