,frequency
Throw,1
40,1
machines,4
at,2
a,1
project,1
reap,1
the,3
results,1
I,3
broke,1
into,1
top,1
1000,1
on,1
urlLink,1
Distributed,1
net,1
That,2
wasn,1
t,2
even,1
using,3
all,2
of,1
my,1
disposal,1
Lets,1
see,1
what,1
am,2
i386,1
1,4
2GHz,1
Athlon,2
Windows,2
ME,1
900MHz,1
OpenBSD,4
2,6
9,7
total,4
800MHZ,1
Duron,1
FreeBSD,1
4,3
3,1
500MHz,1
Pentium,3
III,1
2000,1
Server,3
366MHz,1
Celeron,1
266MHz,1
200MHz,1
PPC,1
733,1
MHz,5
G4,3
Mac,5
OS,5
X,2
10,2
0,2
533,1
Dual,1
500,1
8,2
400,1
G3,2
5,1
266,1
20,1
s,1
43,1
and,1
18,1
25GHz,1
so,1
far,1
There,1
are,1
still,1
more,1
iMacs,1
13GHz,1
that,1
not,1
yet,1
They,1
won,1
help,1
much,1
but,1
it,1
adds,1
up,1
