,frequency
Wow,1
the,6
Wings,3
season,1
begins,1
urlLink,1
tonight,1
Being,1
out,2
in,2
WA,2
now,1
I,7
m,5
curious,2
as,2
to,9
how,3
many,1
games,1
going,5
be,1
able,1
catch,1
Tonight,1
s,1
game,2
is,3
on,1
ESPN2,1
but,2
have,2
flag,1
football,1
practice,1
at,2
6,1
PM,2
and,3
starts,1
4,1
30,1
PST,1
goalie,1
situation,1
work,1
Hatcher,1
fit,1
with,1
our,1
team,2
doubt,1
we,1
are,1
win,1
cup,1
still,1
follow,1
heavily,1
Since,1
Seattle,1
even,1
doesn,1
t,1
a,1
hockey,1
completely,1
allowed,1
root,1
for,1
