,frequency
Ok,1
really,1
weird,1
dream,3
Here,1
are,2
some,2
of,16
the,24
highlights,1
Set,1
in,5
a,20
time,1
where,1
USA,1
and,9
Soviet,3
Union,3
at,1
full,1
on,1
war,1
The,6
first,2
part,1
sees,1
me,1
running,1
across,1
an,3
American,2
battlefield,1
trying,1
to,12
avoid,1
bullets,2
mines,1
bombs,1
missiles,1
just,2
about,2
every,1
other,2
type,2
munition,1
I,3
saw,1
very,1
large,1
passenger,1
jet,2
presumably,1
get,1
hit,1
by,1
missle,1
then,1
crash,1
into,2
sea,1
This,2
was,1
filled,1
with,4
Olympic,2
athletes,1
At,2
this,1
point,1
becomes,1
more,1
movie,1
am,1
delegated,1
observer,1
status,1
A,1
rag,2
tag,1
group,5
Americans,2
decide,1
that,3
only,1
way,1
stop,1
is,6
infiltrate,2
their,2
country,2
kill,1
leader,5
consist,1
female,1
judge,1
12,1
year,1
old,1
girl,4
older,1
guy,1
looks,1
like,2
James,2
Earl,2
Jones,2
has,3
train,2
be,1
able,1
Instead,2
learning,1
military,1
techniques,1
they,1
learn,1
how,2
water,1
snakes,1
don,1
t,1
remember,1
but,1
all,1
sudden,1
entire,1
heart,1
unnamed,1
hiding,2
out,3
rural,1
town,2
boarding,1
house,1
little,1
sneaks,2
upstairs,2
undetected,1
find,1
sleeping,1
amongst,1
15,1
people,1
from,2
places,1
sort,1
chemical,1
over,1
leaders,1
mouth,1
knocking,1
him,2
killing,1
saws,1
off,1
his,1
head,2
dull,1
machete,3
puts,1
it,2
burlap,1
bag,1
No,1
one,1
yet,1
noticed,1
anything,1
happened,1
She,1
downstairs,1
runs,1
outside,2
Just,1
as,1
she,1
joins,1
rest,1
her,1
behind,1
bush,1
there,1
sound,1
much,1
sharpening,1
From,1
open,1
window,2
now,1
dead,1
body,1
ghostly,1
starts,1
appear,1
s,1
safe,1
assume,1
he,3
brandish,1
when,1
instead,1
pulls,1
50,1
cal,1
machine,1
gun,2
normally,1
truck,1
mounted,1
Before,1
can,1
fire,1
character,1
grabs,1
ground,1
sprays,1
end,1
