,frequency
Speaking,1
of,2
cars,1
I,19
totally,1
forgot,1
to,8
say,1
that,4
officially,1
own,1
the,12
Camaro,1
now,1
took,2
a,5
few,2
urlLink,1
crappy,1
pictures,1
will,2
try,1
get,2
some,1
better,2
ones,1
in,5
sun,1
soon,1
So,1
far,1
ve,1
only,1
driven,1
car,3
parking,1
garage,1
at,3
work,1
and,9
blocks,1
around,1
my,1
building,1
am,2
still,2
pretty,1
horrible,1
with,2
manual,1
but,1
m,2
getting,1
Last,1
night,1
Jeff,3
it,5
out,2
for,1
little,1
spin,1
Everything,1
was,3
going,3
fine,1
until,1
stopped,2
stop,2
sign,2
just,4
couldn,1
t,2
seem,2
kept,1
stalling,3
It,2
felt,1
very,1
weird,1
me,1
since,1
giving,1
ton,1
gas,1
didn,1
like,1
enough,1
After,1
about,1
12,1
tries,1
finally,1
got,2
seemed,1
be,1
acting,1
up,1
because,1
revs,1
were,1
so,1
low,1
next,1
had,1
same,1
issue,1
Finally,1
hopped,1
played,1
shifter,2
turns,1
third,1
gear,2
surprised,1
actually,1
go,1
one,2
time,1
Oh,1
well,1
said,1
is,2
fairly,1
narrow,1
thus,1
s,1
hard,1
tell,1
which,1
you,1
are,1
think,1
dumb,1
more,1
thing,1
pay,1
attention,1
when,1
driving,1
stick,1
