,frequency
Angry,1
Cell,1
Phone,1
Customer,1
Trashes,1
Verizon,2
Store,1
POSTED,1
11,1
43,1
a,4
m,1
EDT,1
May,1
14,1
2004,1
FARGO,1
N,1
D,1
A,1
man,1
who,1
said,5
he,4
was,3
fed,1
up,1
with,1
his,2
cellular,1
phone,2
service,1
went,1
to,2
Fargo,2
mall,2
and,10
started,2
hurling,1
phones,3
across,2
store,1
striking,1
an,2
employee,2
causing,1
more,1
than,1
2,1
000,1
in,3
damage,1
authorities,1
Jason,1
Perala,3
22,1
of,3
told,1
The,1
Forum,1
newspaper,1
that,2
planned,1
only,1
yell,1
at,2
employees,1
Wireless,1
Then,1
I,6
just,3
lost,1
it,2
grabbing,1
computers,2
throwing,2
them,1
destroyed,1
the,4
place,1
kind,1
regret,1
did,1
but,1
hope,1
my,1
message,1
got,1
Police,1
took,1
off,1
shirt,1
put,1
on,2
safety,1
glasses,1
before,2
around,1
other,2
items,1
One,1
struck,1
shoulder,1
by,1
workers,1
dashed,1
into,1
office,1
locked,1
door,1
called,1
police,1
Sgt,1
Kevin,1
Volrath,1
Other,1
businesses,1
West,1
Acres,1
lowered,1
their,1
steel,1
security,1
gates,1
during,1
Thursday,1
s,1
incident,2
arrested,1
without,1
jailed,1
charges,1
felony,1
criminal,1
mischief,1
misdemeanor,1
simple,1
assault,1
