,frequency
This,1
has,1
been,1
a,5
crazy,1
week,1
The,2
craziest,1
part,1
is,3
trying,1
to,5
organize,1
one,2
of,6
my,4
interviews,1
When,1
they,3
initially,1
contacted,1
me,1
couple,1
weeks,1
ago,1
asked,2
for,2
8,4
possible,1
interview,4
dates,2
I,5
gave,1
them,1
and,8
then,2
realized,1
few,1
days,3
later,1
that,2
those,2
was,2
the,5
same,1
as,1
AI,1
final,1
Murphy,1
s,1
Law,1
in,1
full,1
effect,1
chose,1
day,2
emailed,1
contact,1
back,2
immediately,1
if,1
it,2
could,2
be,1
rescheduled,1
any,1
other,1
best,1
she,1
do,1
push,1
April,4
25th,2
have,1
finals,1
on,2
22nd,1
23rd,1
24th,2
commencement,2
26th,2
Bad,1
timing,1
eh,1
So,1
here,1
rough,1
estimation,1
schedule,1
three,1
10,1
30,3
AM,6
12,1
PM,6
Final,1
Between,4
3,1
6,3
Fly,2
out,2
DTW,2
9,3
Arrive,2
Afterward,1
Crash,1
at,2
hotel,1
Wake,1
up,1
get,1
ready,1
find,1
office,1
Interview,1
Midnight,1
5,1
15,1
Commencement,1
can,1
t,1
believe,1
am,1
taking,1
redeye,1
from,1
an,1
catch,1
