,frequency
As,1
I,6
urlLink,3
mentioned,1
previously,1
signed,1
up,1
for,4
EMusic,2
recently,1
In,2
the,2
first,1
few,1
days,1
downloaded,1
upwards,1
of,4
1,1
8,1
GIG,1
music,1
If,1
they,1
are,2
going,2
to,2
offer,1
unlimited,1
downloads,1
m,1
take,1
advantage,1
ve,1
pulled,1
down,1
49,1
albums,1
so,2
far,1
Some,1
highlights,1
Adult,1
Apples,1
Stereo,1
Belle,1
And,1
Sebastian,1
Built,1
To,1
Spill,1
Etta,1
James,1
Pavement,1
Sahara,1
Hotnights,1
The,1
Hives,1
More,1
will,1
be,1
coming,1
Maybe,1
should,1
keep,1
a,2
list,2
all,1
my,1
MP3s,1
since,1
that,1
is,2
growing,1
incredibly,1
fast,1
But,1
anyway,1
only,1
9,1
95,2
month,2
12,1
months,2
or,1
14,1
3,1
great,1
deal,1
if,1
your,1
tastes,1
broader,1
than,1
mainstream,1
